"Area nr"	Prioritet	Ankomst	Starttid	Kund	Ordernr	Transportör	Status	Timestamp	Zon	Aktiv	"Max pall"	"Min pall"	Kund	Transportör	Yta	"Dispatch dag"	Noteringar	Lagerplats	Bolag	Rutt	Stopp	Användare
1							30	"2026-03-10 20:04:11"							UTL01	1		UTL01	GG			FILI10
1							30	"2024-11-05 09:07:00"							UTL01	2		UTL01	GG			IT
1							30	"2024-11-05 09:07:00"							UTL01	3		UTL01	GG			IT
1							30	"2024-11-05 09:07:00"							UTL01	4		UTL01	GG			IT
1							30	"2024-11-05 09:07:00"							UTL01	5		UTL01	GG			IT
1							30	"2024-11-05 09:07:00"							UTL01	6		UTL01	GG			IT
10							30	"2025-12-23 09:37:43"							UTL10	1		UTL10	GG			IT
10							30	"2026-03-09 08:13:04"							UTL10	2		UTL10	GG			FILI10
10							30	"2024-11-05 09:07:00"							UTL10	3		UTL10	GG			IT
10							30	"2024-11-05 09:07:00"							UTL10	4		UTL10	GG			IT
10							30	"2024-11-05 09:07:00"							UTL10	5		UTL10	GG			IT
10							30	"2024-11-05 09:07:00"							UTL10	6		UTL10	GG			IT
102							30	"2024-11-29 13:14:00"							PORT25	2		PORT25	GG			IT
102							30	"2024-11-29 13:14:00"							PORT25	3		PORT25	GG			IT
102							30	"2025-02-26 11:07:29"							PORT25	4		PORT25	GG			HANN85
102							30	"2024-11-29 13:14:00"							PORT25	5		PORT25	GG			IT
102							30	"2024-11-29 13:14:00"							PORT25	6		PORT25	GG			IT
102							30	"2025-04-16 07:13:20"							PORT25	7		PORT25	GG			
103							30	"2024-11-29 13:14:00"							PORT26	1		PORT26	GG			IT
103							30	"2024-11-29 13:14:00"							PORT26	2		PORT26	GG			IT
103							30	"2024-11-29 13:14:00"							PORT26	3		PORT26	GG			IT
103							30	"2024-11-29 13:14:00"							PORT26	4		PORT26	GG			IT
103							30	"2024-11-29 13:14:00"							PORT26	5		PORT26	GG			IT
103							30	"2024-11-29 13:14:00"							PORT26	6		PORT26	GG			IT
104							30	"2024-11-29 13:14:00"							PORT27	1		PORT27	GG			IT
104							30	"2024-11-29 13:14:00"							PORT27	2		PORT27	GG			IT
104							30	"2024-11-29 13:14:00"							PORT27	3		PORT27	GG			IT
104							30	"2024-11-29 13:14:00"							PORT27	4		PORT27	GG			IT
104							30	"2024-11-29 13:14:00"							PORT27	5		PORT27	GG			IT
104							30	"2024-11-29 13:14:00"							PORT27	6		PORT27	GG			IT
105							30	"2024-11-29 13:14:00"							PORT28	1		PORT28	GG			IT
105							30	"2025-01-28 08:21:00"							PORT28	2		PORT28	GG			ELLI92
105							30	"2024-11-29 13:14:00"							PORT28	3		PORT28	GG			IT
105							30	"2024-11-29 13:14:00"							PORT28	4		PORT28	GG			IT
105							30	"2024-11-29 13:14:00"							PORT28	5		PORT28	GG			IT
105							30	"2024-11-29 13:14:00"							PORT28	6		PORT28	GG			IT
106							30	"2025-02-21 14:29:00"							PORT29	1		PORT29	GG			OSCA45
106							30	"2024-11-29 13:14:00"							PORT29	2		PORT29	GG			IT
106							30	"2024-11-29 13:14:00"							PORT29	3		PORT29	GG			IT
106							30	"2024-11-29 13:14:00"							PORT29	4		PORT29	GG			IT
106							30	"2024-11-29 13:14:00"							PORT29	5		PORT29	GG			IT
106							30	"2024-11-29 13:14:00"							PORT29	6		PORT29	GG			IT
107							30	"2024-11-29 13:14:00"							PORT30	1		PORT30	GG			IT
107							30	"2024-11-29 13:14:00"							PORT30	2		PORT30	GG			IT
107							30	"2024-11-29 13:14:00"							PORT30	3		PORT30	GG			IT
107							30	"2024-11-29 13:14:00"							PORT30	4		PORT30	GG			IT
107							30	"2024-11-29 13:14:00"							PORT30	5		PORT30	GG			IT
107							30	"2024-11-29 13:14:00"							PORT30	6		PORT30	GG			IT
108							30	"2024-11-29 13:14:00"							PORT31	1		PORT31	GG			IT
108							30	"2024-11-29 13:14:00"							PORT31	2		PORT31	GG			IT
108							30	"2024-11-29 13:14:00"							PORT31	3		PORT31	GG			IT
108							30	"2024-11-29 13:14:00"							PORT31	4		PORT31	GG			IT
108							30	"2024-11-29 13:14:00"							PORT31	5		PORT31	GG			IT
108							30	"2024-11-29 13:14:00"							PORT31	6		PORT31	GG			IT
109							30	"2024-11-29 13:14:00"							PORT32	1		PORT32	GG			IT
109							30	"2024-11-29 13:14:00"							PORT32	2		PORT32	GG			IT
109							30	"2024-11-29 13:14:00"							PORT32	3		PORT32	GG			IT
109							30	"2024-11-29 13:14:00"							PORT32	4		PORT32	GG			IT
109							30	"2024-11-29 13:14:00"							PORT32	5		PORT32	GG			IT
109							30	"2024-11-29 13:14:00"							PORT32	6		PORT32	GG			IT
11							30	"2025-12-23 09:37:43"							UTL11	1		UTL11	GG			IT
11							30	"2025-12-22 10:29:54"							UTL11	2		UTL11	GG			IT
11							30	"2024-11-05 09:07:00"							UTL11	3		UTL11	GG			IT
11							30	"2024-11-05 09:07:00"							UTL11	4		UTL11	GG			IT
11							30	"2024-11-05 09:07:00"							UTL11	5		UTL11	GG			IT
11							30	"2024-11-05 09:07:00"							UTL11	6		UTL11	GG			IT
110							30	"2024-11-29 13:14:00"							PORT33	1		PORT33	GG			IT
110							30	"2024-11-29 13:14:00"							PORT33	2		PORT33	GG			IT
110							30	"2024-11-29 13:14:00"							PORT33	3		PORT33	GG			IT
110							30	"2024-11-29 13:14:00"							PORT33	4		PORT33	GG			IT
110							30	"2024-11-29 13:14:00"							PORT33	5		PORT33	GG			IT
110							30	"2024-11-29 13:14:00"							PORT33	6		PORT33	GG			IT
111							30	"2024-11-29 13:14:00"							PORT34	1		PORT34	GG			IT
111							30	"2024-11-29 13:14:00"							PORT34	2		PORT34	GG			IT
111							30	"2024-11-29 13:14:00"							PORT34	3		PORT34	GG			IT
111							30	"2024-11-29 13:14:00"							PORT34	4		PORT34	GG			IT
111							30	"2024-11-29 13:14:00"							PORT34	5		PORT34	GG			IT
111							30	"2024-11-29 13:14:00"							PORT34	6		PORT34	GG			IT
112							30	"2025-05-06 06:57:51"							PORT35	1		PORT35	GG			MUNC85
112							30	"2025-05-06 06:57:51"							PORT35	2		PORT35	GG			MUNC85
112							30	"2025-05-06 06:57:51"							PORT35	3		PORT35	GG			MUNC85
112							30	"2025-05-06 06:57:51"							PORT35	4		PORT35	GG			MUNC85
112							30	"2025-05-06 06:58:38"							PORT35	5		PORT35	GG			MUNC85
112							30	"2025-05-06 06:57:51"							PORT35	6		PORT35	GG			MUNC85
113							30	"2024-11-29 13:14:00"							PORT36	1		PORT36	GG			IT
113							30	"2024-11-29 13:14:00"							PORT36	2		PORT36	GG			IT
113							30	"2024-11-29 13:14:00"							PORT36	3		PORT36	GG			IT
113							30	"2024-11-29 13:14:00"							PORT36	4		PORT36	GG			IT
113							30	"2024-11-29 13:14:00"							PORT36	5		PORT36	GG			IT
113							30	"2024-11-29 13:14:00"							PORT36	6		PORT36	GG			IT
114							30	"2024-11-29 13:14:00"							PORT37	1		PORT37	GG			IT
114							30	"2024-11-29 13:14:00"							PORT37	2		PORT37	GG			IT
114							30	"2024-11-29 13:14:00"							PORT37	3		PORT37	GG			IT
114							30	"2024-11-29 13:14:00"							PORT37	4		PORT37	GG			IT
114							30	"2024-11-29 13:14:00"							PORT37	5		PORT37	GG			IT
114							30	"2024-11-29 13:14:00"							PORT37	6		PORT37	GG			IT
115							30	"2024-11-29 13:14:00"							PORT38	1		PORT38	GG			IT
115							30	"2024-11-29 13:14:00"							PORT38	2		PORT38	GG			IT
115							30	"2024-11-29 13:14:00"							PORT38	3		PORT38	GG			IT
115							30	"2024-11-29 13:14:00"							PORT38	4		PORT38	GG			IT
115							30	"2024-11-29 13:14:00"							PORT38	5		PORT38	GG			IT
115							30	"2024-11-29 13:14:00"							PORT38	6		PORT38	GG			IT
116							30	"2024-11-29 13:14:00"							PORT39	1		PORT39	GG			IT
116							30	"2024-11-29 13:14:00"							PORT39	2		PORT39	GG			IT
116							30	"2024-11-29 13:14:00"							PORT39	3		PORT39	GG			IT
116							30	"2024-11-29 13:14:00"							PORT39	4		PORT39	GG			IT
116							30	"2024-11-29 13:14:00"							PORT39	5		PORT39	GG			IT
116							30	"2024-11-29 13:14:00"							PORT39	6		PORT39	GG			IT
117							30	"2024-11-29 13:14:00"							PORT40	1		PORT40	GG			IT
117							30	"2024-11-29 13:14:00"							PORT40	2		PORT40	GG			IT
117							30	"2024-11-29 13:14:00"							PORT40	3		PORT40	GG			IT
117							30	"2024-11-29 13:14:00"							PORT40	4		PORT40	GG			IT
117							30	"2024-11-29 13:14:00"							PORT40	5		PORT40	GG			IT
117							30	"2024-11-29 13:14:00"							PORT40	6		PORT40	GG			IT
118							30	"2024-11-29 13:14:00"							PORT41	1		PORT41	GG			IT
118							30	"2024-11-29 13:14:00"							PORT41	2		PORT41	GG			IT
118							30	"2024-11-29 13:14:00"							PORT41	3		PORT41	GG			IT
118							30	"2024-11-29 13:14:00"							PORT41	4		PORT41	GG			IT
118							30	"2024-11-29 13:14:00"							PORT41	5		PORT41	GG			IT
118							30	"2024-11-29 13:14:00"							PORT41	6		PORT41	GG			IT
119							30	"2024-11-29 13:14:00"							PORT42	1		PORT42	GG			IT
119							30	"2024-11-29 13:14:00"							PORT42	2		PORT42	GG			IT
119							30	"2024-11-29 13:14:00"							PORT42	3		PORT42	GG			IT
119							30	"2024-11-29 13:14:00"							PORT42	4		PORT42	GG			IT
119							30	"2024-11-29 13:14:00"							PORT42	5		PORT42	GG			IT
119							30	"2024-11-29 13:14:00"							PORT42	6		PORT42	GG			IT
12							30	"2026-03-10 20:04:11"							UTL12	1		UTL12	GG			FILI10
12							30	"2025-12-22 10:29:54"							UTL12	2		UTL12	GG			IT
12							30	"2024-11-05 09:07:00"							UTL12	3		UTL12	GG			IT
12							30	"2024-11-05 09:07:00"							UTL12	4		UTL12	GG			IT
12							30	"2024-11-05 09:07:00"							UTL12	5		UTL12	GG			IT
12							30	"2024-11-05 09:07:00"							UTL12	6		UTL12	GG			IT
120							30	"2024-11-29 13:14:00"							PORT43	1		PORT43	GG			IT
120							30	"2024-11-29 13:14:00"							PORT43	2		PORT43	GG			IT
120							30	"2024-11-29 13:14:00"							PORT43	3		PORT43	GG			IT
120							30	"2024-11-29 13:14:00"							PORT43	4		PORT43	GG			IT
120							30	"2024-11-29 13:14:00"							PORT43	5		PORT43	GG			IT
120							30	"2024-11-29 13:14:00"							PORT43	6		PORT43	GG			IT
121							30	"2024-11-29 13:14:00"							PORT44	1		PORT44	GG			IT
121							30	"2024-11-29 13:14:00"							PORT44	2		PORT44	GG			IT
121							30	"2024-11-29 13:14:00"							PORT44	3		PORT44	GG			IT
121							30	"2024-11-29 13:14:00"							PORT44	4		PORT44	GG			IT
121							30	"2024-11-29 13:14:00"							PORT44	5		PORT44	GG			IT
121							30	"2024-11-29 13:14:00"							PORT44	6		PORT44	GG			IT
122							30	"2024-11-29 13:14:00"							PORT45	1		PORT45	GG			IT
122							30	"2024-11-29 13:14:00"							PORT45	2		PORT45	GG			IT
122							30	"2024-11-29 13:14:00"							PORT45	3		PORT45	GG			IT
122							30	"2024-11-29 13:14:00"							PORT45	4		PORT45	GG			IT
122							30	"2024-11-29 13:14:00"							PORT45	5		PORT45	GG			IT
122							30	"2024-11-29 13:14:00"							PORT45	6		PORT45	GG			IT
123							30	"2024-11-29 13:14:00"							PORT46	1		PORT46	GG			IT
123							30	"2024-11-29 13:14:00"							PORT46	2		PORT46	GG			IT
123							30	"2024-11-29 13:14:00"							PORT46	3		PORT46	GG			IT
123							30	"2024-11-29 13:14:00"							PORT46	4		PORT46	GG			IT
123							30	"2024-11-29 13:14:00"							PORT46	5		PORT46	GG			IT
123							30	"2024-11-29 13:14:00"							PORT46	6		PORT46	GG			IT
124							30	"2024-11-29 13:14:00"							PORT47	1		PORT47	GG			IT
124							30	"2024-11-29 13:14:00"							PORT47	2		PORT47	GG			IT
124							30	"2024-11-29 13:14:00"							PORT47	3		PORT47	GG			IT
124							30	"2024-11-29 13:14:00"							PORT47	4		PORT47	GG			IT
124							30	"2024-11-29 13:14:00"							PORT47	5		PORT47	GG			IT
124							30	"2024-11-29 13:14:00"							PORT47	6		PORT47	GG			IT
125							30	"2024-11-29 13:14:00"							PORT48	1		PORT48	GG			IT
125							30	"2024-11-29 13:14:00"							PORT48	2		PORT48	GG			IT
125							30	"2024-11-29 13:14:00"							PORT48	3		PORT48	GG			IT
125							30	"2024-11-29 13:14:00"							PORT48	4		PORT48	GG			IT
125							30	"2024-11-29 13:14:00"							PORT48	5		PORT48	GG			IT
125							30	"2024-11-29 13:14:00"							PORT48	6		PORT48	GG			IT
13							30	"2025-12-23 09:37:43"							UTL13	1		UTL13	GG			IT
13							30	"2025-12-22 10:29:54"							UTL13	2		UTL13	GG			IT
13							30	"2024-11-05 09:07:00"							UTL13	3		UTL13	GG			IT
13							30	"2024-11-05 09:07:00"							UTL13	4		UTL13	GG			IT
13							30	"2024-11-05 09:07:00"							UTL13	5		UTL13	GG			IT
13							30	"2024-11-05 09:07:00"							UTL13	6		UTL13	GG			IT
14							30	"2025-12-23 09:37:44"							UTL14	1		UTL14	GG			IT
14							30	"2025-12-22 10:29:54"							UTL14	2		UTL14	GG			IT
14							30	"2024-11-05 09:07:00"							UTL14	3		UTL14	GG			IT
14							30	"2024-11-05 09:07:00"							UTL14	4		UTL14	GG			IT
14							30	"2024-11-05 09:07:00"							UTL14	5		UTL14	GG			IT
14							30	"2024-11-05 09:07:00"							UTL14	6		UTL14	GG			IT
15							30	"2025-12-23 09:37:44"							UTL15	1		UTL15	GG			IT
15							30	"2025-12-22 10:29:55"							UTL15	2		UTL15	GG			IT
15							30	"2024-11-05 09:07:00"							UTL15	3		UTL15	GG			IT
15							30	"2024-11-05 09:07:00"							UTL15	4		UTL15	GG			IT
15							30	"2024-11-05 09:07:00"							UTL15	5		UTL15	GG			IT
15							30	"2024-11-05 09:07:00"							UTL15	6		UTL15	GG			IT
16							30	"2025-12-23 09:37:44"							UTL16	1		UTL16	GG			IT
16							30	"2026-03-09 08:13:05"							UTL16	2		UTL16	GG			FILI10
16							30	"2024-11-05 09:07:00"							UTL16	3		UTL16	GG			IT
16							30	"2024-11-05 09:07:00"							UTL16	4		UTL16	GG			IT
16							30	"2024-11-05 09:07:00"							UTL16	5		UTL16	GG			IT
16							30	"2024-11-05 09:07:00"							UTL16	6		UTL16	GG			IT
17							30	"2025-12-23 09:37:44"							UTL17	1		UTL17	GG			IT
17							30	"2025-12-22 10:29:55"							UTL17	2		UTL17	GG			IT
17							30	"2024-11-05 09:07:00"							UTL17	3		UTL17	GG			IT
17							30	"2024-11-05 09:07:00"							UTL17	4		UTL17	GG			IT
17							30	"2024-11-05 09:07:00"							UTL17	5		UTL17	GG			IT
17							30	"2024-11-05 09:07:00"							UTL17	6		UTL17	GG			IT
18							30	"2025-12-23 09:37:44"							UTL18	1		UTL18	GG			IT
18							30	"2025-12-22 10:29:55"							UTL18	2		UTL18	GG			IT
18							30	"2024-11-05 09:07:00"							UTL18	3		UTL18	GG			IT
18							30	"2024-11-05 09:07:00"							UTL18	4		UTL18	GG			IT
18							30	"2024-11-05 09:07:00"							UTL18	5		UTL18	GG			IT
18							30	"2024-11-05 09:07:00"							UTL18	6		UTL18	GG			IT
19							30	"2025-12-23 09:37:44"							UTL19	1		UTL19	GG			IT
19							30	"2025-12-22 10:29:56"							UTL19	2		UTL19	GG			IT
19							30	"2024-11-05 09:07:00"							UTL19	3		UTL19	GG			IT
19							30	"2024-11-05 09:07:00"							UTL19	4		UTL19	GG			IT
19							30	"2024-11-05 09:07:00"							UTL19	5		UTL19	GG			IT
19							30	"2024-11-05 09:07:00"							UTL19	6		UTL19	GG			IT
2							30	"2025-12-23 09:37:43"							UTL02	1		UTL02	GG			IT
2							30	"2025-12-22 10:29:51"							UTL02	2		UTL02	GG			IT
2							30	"2024-11-05 09:07:00"							UTL02	3		UTL02	GG			IT
2							30	"2024-11-05 09:07:00"							UTL02	4		UTL02	GG			IT
2							30	"2024-11-05 09:07:00"							UTL02	5		UTL02	GG			IT
2							30	"2024-11-05 09:07:00"							UTL02	6		UTL02	GG			IT
20							30	"2025-12-23 09:37:44"							UTL20	1		UTL20	GG			IT
20							30	"2025-12-22 10:29:56"							UTL20	2		UTL20	GG			IT
20							30	"2024-11-05 09:07:00"							UTL20	3		UTL20	GG			IT
20							30	"2024-11-05 09:07:00"							UTL20	4		UTL20	GG			IT
20							30	"2024-11-05 09:07:00"							UTL20	5		UTL20	GG			IT
20							30	"2024-11-05 09:07:00"							UTL20	6		UTL20	GG			IT
21							30	"2025-12-23 09:37:44"							UTL21	1		UTL21	GG			IT
21							30	"2025-12-22 10:29:56"							UTL21	2		UTL21	GG			IT
21							30	"2024-11-05 09:07:00"							UTL21	3		UTL21	GG			IT
21							30	"2024-11-05 09:07:00"							UTL21	4		UTL21	GG			IT
21							30	"2024-11-05 09:07:00"							UTL21	5		UTL21	GG			IT
21							30	"2024-11-05 09:07:00"							UTL21	6		UTL21	GG			IT
22							30	"2025-12-23 09:37:44"							UTL22	1		UTL22	GG			IT
22							30	"2025-12-22 10:29:56"							UTL22	2		UTL22	GG			IT
22							30	"2024-11-05 09:07:00"							UTL22	3		UTL22	GG			IT
22							30	"2024-11-05 09:07:00"							UTL22	4		UTL22	GG			IT
22							30	"2024-11-05 09:07:00"							UTL22	5		UTL22	GG			IT
22							30	"2024-11-05 09:07:00"							UTL22	6		UTL22	GG			IT
23							30	"2025-12-23 09:37:44"							UTL23	1		UTL23	GG			IT
23							30	"2025-12-22 10:29:56"							UTL23	2		UTL23	GG			IT
23							30	"2024-11-05 09:07:00"							UTL23	3		UTL23	GG			IT
23							30	"2024-11-05 09:07:00"							UTL23	4		UTL23	GG			IT
23							30	"2024-11-05 09:07:00"							UTL23	5		UTL23	GG			IT
23							30	"2024-11-05 09:07:00"							UTL23	6		UTL23	GG			IT
24							30	"2025-12-23 09:37:44"							UTL24	1		UTL24	GG			IT
24							30	"2025-12-22 10:29:56"							UTL24	2		UTL24	GG			IT
24							30	"2024-11-05 09:07:00"							UTL24	3		UTL24	GG			IT
24							30	"2024-11-05 09:07:00"							UTL24	4		UTL24	GG			IT
24							30	"2024-11-05 09:07:00"							UTL24	5		UTL24	GG			IT
24							30	"2024-11-05 09:07:00"							UTL24	6		UTL24	GG			IT
25							30	"2025-12-23 09:37:44"							UTL25	1		UTL25	GG			IT
25							30	"2025-12-22 10:29:57"							UTL25	2		UTL25	GG			IT
25							30	"2024-11-05 09:07:00"							UTL25	3		UTL25	GG			IT
25							30	"2024-11-05 09:07:00"							UTL25	4		UTL25	GG			IT
25							30	"2024-11-05 09:07:00"							UTL25	5		UTL25	GG			IT
25							30	"2024-11-05 09:07:00"							UTL25	6		UTL25	GG			IT
26							30	"2025-12-23 09:37:44"							UTL26	1		UTL26	GG			IT
26							30	"2025-12-22 10:29:57"							UTL26	2		UTL26	GG			IT
26							30	"2024-11-05 09:07:00"							UTL26	3		UTL26	GG			IT
26							30	"2024-11-05 09:07:00"							UTL26	4		UTL26	GG			IT
26							30	"2024-11-05 09:07:00"							UTL26	5		UTL26	GG			IT
26							30	"2024-11-05 09:07:00"							UTL26	6		UTL26	GG			IT
27							30	"2025-12-23 09:37:45"							UTL27	1		UTL27	GG			IT
27							30	"2025-12-22 10:29:57"							UTL27	2		UTL27	GG			IT
27							30	"2024-11-05 09:07:00"							UTL27	3		UTL27	GG			IT
27							30	"2024-11-05 09:07:00"							UTL27	4		UTL27	GG			IT
27							30	"2024-11-05 09:07:00"							UTL27	5		UTL27	GG			IT
27							30	"2024-11-05 09:07:00"							UTL27	6		UTL27	GG			IT
28							30	"2025-12-23 09:37:45"							UTL28	1		UTL28	GG			IT
28							30	"2025-12-22 10:29:57"							UTL28	2		UTL28	GG			IT
28							30	"2024-11-05 09:07:00"							UTL28	3		UTL28	GG			IT
28							30	"2024-11-05 09:07:00"							UTL28	4		UTL28	GG			IT
28							30	"2024-11-05 09:07:00"							UTL28	5		UTL28	GG			IT
28							30	"2024-11-05 09:07:00"							UTL28	6		UTL28	GG			IT
29							30	"2025-12-23 09:37:45"							UTL29	1		UTL29	GG			IT
29							30	"2025-12-22 10:29:57"							UTL29	2		UTL29	GG			IT
29							30	"2024-11-05 09:07:00"							UTL29	3		UTL29	GG			IT
29							30	"2024-11-05 09:07:00"							UTL29	4		UTL29	GG			IT
29							30	"2024-11-05 09:07:00"							UTL29	5		UTL29	GG			IT
29							30	"2024-11-05 09:07:00"							UTL29	6		UTL29	GG			IT
3							30	"2025-12-23 09:37:43"							UTL03	1		UTL03	GG			IT
3							30	"2025-12-22 10:29:52"							UTL03	2		UTL03	GG			IT
3							30	"2024-11-05 09:07:00"							UTL03	3		UTL03	GG			IT
3							30	"2024-11-05 09:07:00"							UTL03	4		UTL03	GG			IT
3							30	"2024-11-05 09:07:00"							UTL03	5		UTL03	GG			IT
3							30	"2024-11-05 09:07:00"							UTL03	6		UTL03	GG			IT
30							30	"2025-12-23 09:37:45"							UTL30	1		UTL30	GG			IT
30							30	"2025-12-22 10:29:58"							UTL30	2		UTL30	GG			IT
30							30	"2024-11-05 09:07:00"							UTL30	3		UTL30	GG			IT
30							30	"2024-11-05 09:07:00"							UTL30	4		UTL30	GG			IT
30							30	"2024-11-05 09:07:00"							UTL30	5		UTL30	GG			IT
30							30	"2024-11-05 09:07:00"							UTL30	6		UTL30	GG			IT
31							30	"2025-12-23 09:37:45"							UTL31	1		UTL31	GG			IT
31							30	"2025-12-22 10:29:58"							UTL31	2		UTL31	GG			IT
31							30	"2024-11-05 09:07:00"							UTL31	3		UTL31	GG			IT
31							30	"2024-11-05 09:07:00"							UTL31	4		UTL31	GG			IT
31							30	"2024-11-05 09:07:00"							UTL31	5		UTL31	GG			IT
31							30	"2024-11-05 09:07:00"							UTL31	6		UTL31	GG			IT
32							30	"2025-12-23 09:37:45"							UTL32	1		UTL32	GG			IT
32							30	"2025-12-22 10:29:58"							UTL32	2		UTL32	GG			IT
32							30	"2024-11-05 09:07:00"							UTL32	3		UTL32	GG			IT
32							30	"2024-11-05 09:07:00"							UTL32	4		UTL32	GG			IT
32							30	"2024-11-05 09:07:00"							UTL32	5		UTL32	GG			IT
32							30	"2024-11-05 09:07:00"							UTL32	6		UTL32	GG			IT
33							30	"2025-12-23 09:37:45"							UTL33	1		UTL33	GG			IT
33							30	"2025-12-22 10:29:58"							UTL33	2		UTL33	GG			IT
33							30	"2024-11-05 09:07:00"							UTL33	3		UTL33	GG			IT
33							30	"2024-11-05 09:07:00"							UTL33	4		UTL33	GG			IT
33							30	"2024-11-05 09:07:00"							UTL33	5		UTL33	GG			IT
33							30	"2024-11-05 09:07:00"							UTL33	6		UTL33	GG			IT
34							30	"2025-12-23 09:37:45"							UTL34	1		UTL34	GG			IT
34							30	"2025-12-22 10:29:58"							UTL34	2		UTL34	GG			IT
34							30	"2024-11-05 09:07:00"							UTL34	3		UTL34	GG			IT
34							30	"2024-11-05 09:07:00"							UTL34	4		UTL34	GG			IT
34							30	"2024-11-05 09:07:00"							UTL34	5		UTL34	GG			IT
34							30	"2024-11-05 09:07:00"							UTL34	6		UTL34	GG			IT
35							30	"2025-12-23 09:37:45"							UTL35	1		UTL35	GG			IT
35							30	"2025-12-22 10:29:58"							UTL35	2		UTL35	GG			IT
35							30	"2024-11-05 09:07:00"							UTL35	3		UTL35	GG			IT
35							30	"2024-11-05 09:07:00"							UTL35	4		UTL35	GG			IT
35							30	"2024-11-05 09:07:00"							UTL35	5		UTL35	GG			IT
35							30	"2024-11-05 09:07:00"							UTL35	6		UTL35	GG			IT
36							30	"2025-12-23 09:37:45"							UTL36	1		UTL36	GG			IT
36							30	"2026-03-09 08:13:05"							UTL36	2		UTL36	GG			ELLI92
36							30	"2024-11-05 09:07:00"							UTL36	3		UTL36	GG			IT
36							30	"2024-11-05 09:07:00"							UTL36	4		UTL36	GG			IT
36							30	"2024-11-05 09:07:00"							UTL36	5		UTL36	GG			IT
36							30	"2024-11-05 09:07:00"							UTL36	6		UTL36	GG			IT
37							30	"2025-12-23 09:37:45"							UTL37	1		UTL37	GG			IT
37							30	"2025-12-22 10:29:59"							UTL37	2		UTL37	GG			IT
37							30	"2024-11-05 09:07:00"							UTL37	3		UTL37	GG			IT
37							30	"2024-11-05 09:07:00"							UTL37	4		UTL37	GG			IT
37							30	"2024-11-05 09:07:00"							UTL37	5		UTL37	GG			IT
37							30	"2024-11-05 09:07:00"							UTL37	6		UTL37	GG			IT
38							30	"2025-12-23 09:37:45"							UTL38	1		UTL38	GG			IT
38							30	"2026-01-08 12:32:01"							UTL38	2		UTL38	GG			IT
38							30	"2024-11-05 09:07:00"							UTL38	3		UTL38	GG			IT
38							30	"2024-11-05 09:07:00"							UTL38	4		UTL38	GG			IT
38							30	"2024-11-05 09:07:00"							UTL38	5		UTL38	GG			IT
38							30	"2024-11-05 09:07:00"							UTL38	6		UTL38	GG			IT
39							30	"2025-12-23 09:37:45"							UTL39	1		UTL39	GG			IT
39							30	"2026-01-08 12:32:01"							UTL39	2		UTL39	GG			IT
39							30	"2024-11-05 09:07:00"							UTL39	3		UTL39	GG			IT
39							30	"2024-11-05 09:07:00"							UTL39	4		UTL39	GG			IT
39							30	"2024-11-05 09:07:00"							UTL39	5		UTL39	GG			IT
39							30	"2024-11-05 09:07:00"							UTL39	6		UTL39	GG			IT
4							30	"2025-12-23 09:37:43"							UTL04	1		UTL04	GG			IT
4							30	"2025-12-22 10:29:52"							UTL04	2		UTL04	GG			IT
4							30	"2024-11-05 09:07:00"							UTL04	3		UTL04	GG			IT
4							30	"2024-11-05 09:07:00"							UTL04	4		UTL04	GG			IT
4							30	"2024-11-05 09:07:00"							UTL04	5		UTL04	GG			IT
4							30	"2024-11-05 09:07:00"							UTL04	6		UTL04	GG			IT
42							30	"2026-01-05 06:01:26"							UTL42	1		UTL42	GG			IT
42							30	"2025-12-22 10:30:02"							UTL42	2		UTL42	GG			IT
42							30	"2024-11-05 09:07:00"							UTL42	3		UTL42	GG			IT
42							30	"2024-11-05 09:07:00"							UTL42	4		UTL42	GG			IT
42							30	"2024-11-05 09:07:00"							UTL42	5		UTL42	GG			IT
42							30	"2024-11-05 09:07:00"							UTL42	6		UTL42	GG			IT
43							30	"2026-01-05 06:01:27"							UTL43	1		UTL43	GG			IT
43							30	"2025-12-22 10:30:03"							UTL43	2		UTL43	GG			IT
43							30	"2024-11-05 09:07:00"							UTL43	3		UTL43	GG			IT
43							30	"2024-11-05 09:07:00"							UTL43	4		UTL43	GG			IT
43							30	"2024-11-05 09:07:00"							UTL43	5		UTL43	GG			IT
43							30	"2024-11-05 09:07:00"							UTL43	6		UTL43	GG			IT
44							30	"2026-01-05 06:01:27"							UTL44	1		UTL44	GG			IT
44							30	"2025-12-22 10:30:04"							UTL44	2		UTL44	GG			IT
44							30	"2025-10-15 12:48:26"							UTL44	3		UTL44	GG			IT
44							30	"2024-11-05 09:07:00"							UTL44	4		UTL44	GG			IT
44							30	"2024-11-05 09:07:00"							UTL44	5		UTL44	GG			IT
44							30	"2024-11-05 09:07:00"							UTL44	6		UTL44	GG			IT
45							30	"2026-01-05 06:01:27"							UTL45	1		UTL45	GG			IT
45							30	"2025-12-22 10:30:04"							UTL45	2		UTL45	GG			IT
45							30	"2024-11-05 09:07:00"							UTL45	3		UTL45	GG			IT
45							30	"2024-11-05 09:07:00"							UTL45	4		UTL45	GG			IT
45							30	"2024-11-05 09:07:00"							UTL45	5		UTL45	GG			IT
45							30	"2024-11-05 09:07:00"							UTL45	6		UTL45	GG			IT
46							30	"2026-01-05 06:01:27"							UTL46	1		UTL46	GG			IT
46							30	"2025-12-22 10:30:04"							UTL46	2		UTL46	GG			IT
