Artikel	Lager	Bolag	Nollinventering	"Hantera saldo"	Timestamp	Klassificering	Skapad	Plockzon	"Vikt tolerans"	"Zon klass"	"Tillåt uppdrag"	"Ignorera EAN"	"Splitta helpalls gen. med"	"Automatiserat robotplock"	"Ej staplingsbar"	"Alltid farligt gods"	"Helpalls avvikelse %"
2002557	404	GG	Y	Y	"2025-02-24 16:46:00"	E					Y	False	0	False	N		
2002558	404	GG	Y	Y	"2025-02-24 16:46:00"	E					Y	False	0	False	N		
2002559	404	GG	Y	Y	"2025-02-24 16:46:00"	E					Y	False	0	False	N		
2002560	404	GG	Y	Y	"2025-02-24 16:46:00"	E					Y	False	0	False	N		
2002561	404	GG	Y	Y	"2025-02-24 16:46:00"	E					Y	False	0	False	N		
2002563	404	GG	Y	Y	"2025-02-26 13:25:00"	B					Y	False	0	False	N		
2002564	404	GG	Y	Y	"2025-02-26 13:25:00"	B					Y	False	0	False	N		
2002565	404	GG	Y	Y	"2025-02-26 13:25:00"	B					Y	False	0	False	N		
2002566	404	GG	Y	Y	"2025-02-26 13:25:00"	B					Y	False	0	False	N		
2002567	404	GG	Y	Y	"2025-02-26 13:25:00"	B					Y	False	0	False	N		
2002568	404	GG	Y	Y	"2025-02-26 13:25:00"	B					Y	False	0	False	N		
2002569	404	GG	Y	Y	"2025-02-26 13:25:00"	B					Y	False	0	False	N		
2002570	404	GG	Y	Y	"2025-02-26 13:25:00"	B					Y	False	0	False	N		
2002571312888	404	GG	Y	Y	"2025-02-27 14:23:00"	A					Y	False	0	False	N		
200257183	JKP	MG	Y	Y	"2025-12-11 17:01:01"						Y	False	0	False	N		
2002572	404	GG	Y	Y	"2025-02-27 15:20:00"	A					Y	False	0	False	N		
200257245	JKP	MG	Y	Y	"2024-11-15 17:46:01"						Y	False	0	False	N		
2002573	404	GG	Y	Y	"2025-02-28 11:18:00"	E					Y	False	0	False	N		
2002574716200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002574717200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002574718200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002574719200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002574720200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002575716150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002575717150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002575718150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002575719150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002575720150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002576	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002577	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002578373200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002578411200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002578412200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002578413200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002578414200	404	GG	Y	Y	"2025-10-30 07:28:36"	B					Y	False	0	False	Y		
2002578415200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002580418200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002580420200	404	GG	Y	Y	"2025-10-03 10:34:31"	B					Y	False	0	False	Y		
2002581	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002582	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002583	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002584	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002585	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002586	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002587	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002588	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002589	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002590	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002591	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002592	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002593	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002594	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002595	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002596	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002597	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002598231150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002598417150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002599237150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002599240150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002600	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002601	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002602	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002603	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002604	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
200260539	JKP	MG	Y	Y	"2025-06-19 11:02:00"						Y	False	0	False	N		
2002605716150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002605717150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002605718150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002606	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002607	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002608	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002609	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002610	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002611	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
200261123	JKP	MG	Y	Y	"2025-12-11 17:02:01"						Y	False	0	False	N		
2002612	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002613	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002614	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002615	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002616	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002617716150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002617717150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002618	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002619	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002620	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002621	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002622	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002623	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002624	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002625	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002626	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002627	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002628	404	GG	Y	Y	"2025-03-13 09:16:00"	B					Y	False	0	False	N		
2002629	404	GG	Y	Y	"2025-03-13 09:16:00"	B					Y	False	0	False	N		
2002630	404	GG	Y	Y	"2025-03-13 09:16:00"	B					Y	False	0	False	N		
2002631	404	GG	Y	Y	"2025-03-13 09:16:00"	B					Y	False	0	False	N		
2002632	404	GG	Y	Y	"2025-03-13 09:16:00"	B					Y	False	0	False	N		
2002633422220	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002633423220	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002633746220	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002633747220	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002633748220	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002634299155	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002634300155	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002634313155	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002635717150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002635718150	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002637	404	GG	Y	Y	"2025-03-05 11:07:00"	H					Y	False	0	False	N		
2002638	404	GG	Y	Y	"2025-03-05 12:11:00"	H					Y	False	0	False	N		
2002639	404	GG	Y	Y	"2025-03-05 11:07:00"	H					Y	False	0	False	N		
2002640	404	GG	Y	Y	"2025-03-05 10:02:00"	B					Y	False	0	False	N		
2002641419200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
2002641420200	404	GG	Y	Y	"2025-03-12 16:28:53"	B					Y	False	0	False	N		
200264197	JKP	MG	Y	Y	"2025-02-21 11:29:01"						Y	False	0	False	N		
200264201	JKP	MG	Y	Y	"2025-02-21 11:29:01"						Y	False	0	False	N		
200264203	JKP	MG	Y	Y	"2025-02-21 11:29:01"						Y	False	0	False	N		
2002653	404	GG	Y	Y	"2025-03-10 09:40:49"	B					Y	False	0	False	N		
2002654	404	GG	Y	Y	"2025-03-11 09:34:58"	H					Y	False	0	False	N		
2002655	404	GG	Y	Y	"2025-04-11 13:50:26"	H					Y	False	0	False	N		
2002656	404	GG	Y	Y	"2025-04-11 13:50:30"	H					Y	False	0	False	N		
2002657	404	GG	Y	Y	"2025-04-11 13:50:26"	H					Y	False	0	False	N		
2002658	404	GG	Y	Y	"2025-04-11 13:50:26"	H					Y	False	0	False	N		
2002659	404	GG	Y	Y	"2025-04-11 13:50:26"	H					Y	False	0	False	N		
2002660	404	GG	Y	Y	"2025-04-11 13:50:26"	H					Y	False	0	False	N		
2002661	404	GG	Y	Y	"2025-04-11 13:50:26"	H					Y	False	0	False	N		
2002662	404	GG	Y	Y	"2025-04-11 13:50:30"	H					Y	False	0	False	N		
2002663	404	GG	Y	Y	"2025-04-11 13:50:30"	H					Y	False	0	False	N		
2002664	404	GG	Y	Y	"2025-04-11 13:50:26"	H					Y	False	0	False	N		
2002665	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002666	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002667	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002668	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002669	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002670	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002671	404	GG	Y	Y	"2025-04-11 13:49:45"	H					Y	False	0	False	N		
2002672	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002673	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002674	404	GG	Y	Y	"2025-04-11 13:48:52"	H					Y	False	0	False	N		
2002675	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002676	404	GG	Y	Y	"2025-04-11 13:49:45"	H					Y	False	0	False	N		
2002677	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002678	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002679	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002680	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002681	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002682	404	GG	Y	Y	"2025-04-11 13:49:45"	H					Y	False	0	False	N		
2002683	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002684	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
200268422	JKP	MG	Y	Y	"2025-02-21 11:29:01"						Y	False	0	False	N		
200268425	JKP	MG	Y	Y	"2025-02-21 11:29:01"						Y	False	0	False	N		
200268432	JKP	MG	Y	Y	"2025-02-21 11:29:01"						Y	False	0	False	N		
2002685	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002686	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002687	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002688	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002689	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002690	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002691	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002692	404	GG	Y	Y	"2025-04-11 13:49:45"	H					Y	False	0	False	N		
2002693	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002694	404	GG	Y	Y	"2025-04-11 13:49:45"	H					Y	False	0	False	N		
2002695	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002696	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002697	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002698	404	GG	Y	Y	"2025-04-11 13:49:45"	H					Y	False	0	False	N		
2002699	404	GG	Y	Y	"2025-04-11 13:48:21"	H					Y	False	0	False	N		
2002700	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002701	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002702	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002703	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002704	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002705	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002706	404	GG	Y	Y	"2025-04-11 13:49:45"	H					Y	False	0	False	N		
2002707	404	GG	Y	Y	"2025-04-11 13:49:46"	H					Y	False	0	False	N		
2002708716145	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002708717145	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002709	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002710	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002711717994	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002711718994	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002712717145	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002712718145	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002713	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002714716200	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002714725200	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002715717965	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002715719965	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002716	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002717	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002718724120	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002718725120	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002719	404	GG	Y	Y	"2025-03-19 11:29:00"	B					Y	False	0	False	N		
2002720	404	GG	Y	Y	"2025-03-13 11:27:00"	C					Y	False	0	False	N		
200272043	JKP	MG	Y	Y	"2025-11-27 11:03:00"						Y	False	0	False	N		
200272118	JKP	MG	Y	Y	"2025-01-14 10:02:00"						Y	False	0	False	N		
200272121	JKP	MG	Y	Y	"2025-01-14 10:04:01"						Y	False	0	False	N		
2002721213888	404	GG	Y	Y	"2025-03-14 09:02:00"	A					Y	False	0	False	N		
200272132	JKP	MG	Y	Y	"2025-01-14 10:10:00"						Y	False	0	False	N		
200272141	JKP	MG	Y	Y	"2025-01-14 10:01:00"						Y	False	0	False	N		
200272144	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272147	JKP	MG	Y	Y	"2025-01-14 10:10:02"						Y	False	0	False	N		
200272149	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200272151	JKP	MG	Y	Y	"2025-01-14 10:04:00"						Y	False	0	False	N		
200272153	JKP	MG	Y	Y	"2025-01-14 10:10:02"						Y	False	0	False	N		
200272158	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272170	JKP	MG	Y	Y	"2025-01-14 10:04:01"						Y	False	0	False	N		
200272177	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272179	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200272181	JKP	MG	Y	Y	"2025-01-14 10:02:00"						Y	False	0	False	N		
200272189	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272191	JKP	MG	Y	Y	"2025-01-14 10:02:00"						Y	False	0	False	N		
200272196	JKP	MG	Y	Y	"2025-01-14 10:09:00"						Y	False	0	False	N		
200272199	JKP	MG	Y	Y	"2025-01-14 10:06:00"						Y	False	0	False	N		
200272204	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200272210	JKP	MG	Y	Y	"2025-01-14 10:07:01"						Y	False	0	False	N		
200272212	JKP	MG	Y	Y	"2025-01-14 10:00:00"						Y	False	0	False	N		
200272214	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272215	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
2002722338888	404	GG	Y	Y	"2025-03-14 09:23:00"	A					Y	False	0	False	N		
200272234	JKP	MG	Y	Y	"2025-01-14 10:06:01"						Y	False	0	False	N		
200272236	JKP	MG	Y	Y	"2025-01-14 10:06:00"						Y	False	0	False	N		
200272238	JKP	MG	Y	Y	"2025-01-14 10:06:01"						Y	False	0	False	N		
200272242	JKP	MG	Y	Y	"2025-01-14 10:09:01"						Y	False	0	False	N		
200272246	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200272252	JKP	MG	Y	Y	"2025-01-14 10:06:00"						Y	False	0	False	N		
200272254	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272256	JKP	MG	Y	Y	"2025-01-14 10:02:00"						Y	False	0	False	N		
200272258	JKP	MG	Y	Y	"2025-01-14 10:08:00"						Y	False	0	False	N		
200272261	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272266	JKP	MG	Y	Y	"2025-01-14 10:04:01"						Y	False	0	False	N		
200272278	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272280	JKP	MG	Y	Y	"2025-01-14 10:07:01"						Y	False	0	False	N		
200272282	JKP	MG	Y	Y	"2025-01-14 10:06:01"						Y	False	0	False	N		
200272284	JKP	MG	Y	Y	"2025-01-14 10:10:00"						Y	False	0	False	N		
200272285	JKP	MG	Y	Y	"2025-01-14 10:04:01"						Y	False	0	False	N		
200272290	JKP	MG	Y	Y	"2025-01-14 10:04:00"						Y	False	0	False	N		
200272292	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
2002723	404	GG	Y	Y	"2025-03-14 10:19:00"	D					Y	False	0	False	N		
200272300	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272306	JKP	MG	Y	Y	"2025-01-14 10:06:00"						Y	False	0	False	N		
200272307	JKP	MG	Y	Y	"2025-01-14 10:03:00"						Y	False	0	False	N		
200272308	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200272310	JKP	MG	Y	Y	"2025-01-14 10:08:00"						Y	False	0	False	N		
200272314	JKP	MG	Y	Y	"2025-01-14 10:07:01"						Y	False	0	False	N		
200272318	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200272320	JKP	MG	Y	Y	"2025-01-14 10:02:00"						Y	False	0	False	N		
200272323	JKP	MG	Y	Y	"2025-01-14 10:04:01"						Y	False	0	False	N		
200272325	JKP	MG	Y	Y	"2025-01-14 10:08:00"						Y	False	0	False	N		
200272333	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200272343	JKP	MG	Y	Y	"2025-01-14 10:03:00"						Y	False	0	False	N		
200272351	JKP	MG	Y	Y	"2025-01-14 10:08:00"						Y	False	0	False	N		
200272353	JKP	MG	Y	Y	"2025-01-14 10:06:01"						Y	False	0	False	N		
200272356	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200272358	JKP	MG	Y	Y	"2025-01-14 10:09:01"						Y	False	0	False	N		
200272360	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272361	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272372	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200272374	JKP	MG	Y	Y	"2025-01-14 10:06:00"						Y	False	0	False	N		
200272376	JKP	MG	Y	Y	"2025-01-14 10:10:02"						Y	False	0	False	N		
200272378	JKP	MG	Y	Y	"2025-01-14 10:06:00"						Y	False	0	False	N		
200272382	JKP	MG	Y	Y	"2025-01-14 10:06:00"						Y	False	0	False	N		
200272386	JKP	MG	Y	Y	"2025-01-14 10:00:00"						Y	False	0	False	N		
2002724737115	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002724738115	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002724926115	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725737115	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725737130	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725737150	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725737175	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725738115	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725738130	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725738150	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725738175	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725739150	404	GG	Y	Y	"2026-01-23 16:01:36"	G					Y	False	0	False	N		
2002725740150	404	GG	Y	Y	"2026-01-23 17:30:06"	G					Y	False	0	False	N		
2002725926115	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002725926150	404	GG	Y	Y	"2026-01-23 14:34:36"	G					Y	False	0	False	N		
2002726737115	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002726737265	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002726737280	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002726738115	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002726738265	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002726738280	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002726739265	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002726926265	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002727737150	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002727738150	404	GG	Y	Y	"2025-04-11 13:39:01"	G					Y	False	0	False	N		
2002728	404	GG	Y	Y	"2025-04-11 13:40:06"	G					Y	False	0	False	N		
2002729	404	GG	Y	Y	"2025-03-19 15:15:00"	B					Y	False	0	False	N		
2002730	404	GG	Y	Y	"2025-03-19 15:15:00"	B					Y	False	0	False	N		
2002731	404	GG	Y	Y	"2025-03-19 15:15:00"	B					Y	False	0	False	N		
2002732	404	GG	Y	Y	"2025-03-19 15:15:00"	B					Y	False	0	False	N		
2002733	404	GG	Y	Y	"2025-03-19 15:15:00"	B					Y	False	0	False	N		
2002734	404	GG	Y	Y	"2025-03-19 15:15:00"	B					Y	False	0	False	N		
200273474	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200273479	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200273486	JKP	MG	Y	Y	"2025-01-14 10:08:00"						Y	False	0	False	N		
200273496	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200273498	JKP	MG	Y	Y	"2025-01-14 10:07:00"						Y	False	0	False	N		
200273506	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
200273512	JKP	MG	Y	Y	"2025-01-14 10:10:01"						Y	False	0	False	N		
200273514	JKP	MG	Y	Y	"2025-01-14 10:06:01"						Y	False	0	False	N		
200273517	JKP	MG	Y	Y	"2025-01-14 10:06:01"						Y	False	0	False	N		
200273520	JKP	MG	Y	Y	"2025-01-14 10:03:00"						Y	False	0	False	N		
2002735217888	404	GG	Y	Y	"2025-03-19 15:15:00"	A					Y	False	0	False	N		
200273522	JKP	MG	Y	Y	"2025-01-14 10:06:01"						Y	False	0	False	N		
200273528	JKP	MG	Y	Y	"2025-01-14 10:01:00"						Y	False	0	False	N		
200273532	JKP	MG	Y	Y	"2025-01-14 10:06:00"						Y	False	0	False	N		
200273536	JKP	MG	Y	Y	"2025-01-14 10:08:00"						Y	False	0	False	N		
200273539	JKP	MG	Y	Y	"2025-01-14 10:05:00"						Y	False	0	False	N		
