Artikel	Lager	Bolag	Nollinventering	"Hantera saldo"	Timestamp	Klassificering	Skapad	Plockzon	"Vikt tolerans"	"Zon klass"	"Tillåt uppdrag"	"Ignorera EAN"	"Splitta helpalls gen. med"	"Automatiserat robotplock"	"Ej staplingsbar"	"Alltid farligt gods"	"Helpalls avvikelse %"
1251530542200	404	GG	Y	Y	"2025-02-13 12:00:03"	G					Y	False	0	False	N		
1251530543200	404	GG	Y	Y	"2025-09-01 09:22:40"	G					Y	False	0	False	N		
1251530544200	404	GG	Y	Y	"2025-09-01 09:22:40"	G					Y	False	0	False	N		
1251530545200	404	GG	Y	Y	"2025-09-01 09:22:45"	G					Y	False	0	False	N		
1251530571200	404	GG	Y	Y	"2024-10-04 00:13:46"	G					Y	False	0	False	N		
1251531501200	404	GG	Y	Y	"2024-10-04 00:14:25"	G					Y	False	0	False	N		
1251531540200	404	GG	Y	Y	"2024-10-04 00:10:57"	G					Y	False	0	False	N		
1251531542200	404	GG	Y	Y	"2024-10-04 00:10:27"	G					Y	False	0	False	N		
1251531544200	404	GG	Y	Y	"2024-10-04 00:12:16"	G					Y	False	0	False	N		
1251531545200	404	GG	Y	Y	"2024-10-04 00:15:57"	G					Y	False	0	False	N		
1251531571200	404	GG	Y	Y	"2024-10-04 00:14:30"	G					Y	False	0	False	N		
1251536607710	404	GG	Y	Y	"2024-10-04 00:10:01"	G					Y	False	0	False	N		
1251536608710	404	GG	Y	Y	"2024-10-04 00:14:27"	G					Y	False	0	False	N		
1251536609710	404	GG	Y	Y	"2024-10-04 00:11:56"	G					Y	False	0	False	N		
1251536610710	404	GG	Y	Y	"2024-10-04 00:14:27"	G					Y	False	0	False	N		
1251536611710	404	GG	Y	Y	"2024-10-04 00:12:27"	G					Y	False	0	False	N		
1251536612710	404	GG	Y	Y	"2024-10-04 00:15:24"	G					Y	False	0	False	N		
1251537607135	404	GG	Y	Y	"2024-10-04 00:12:42"	G					Y	False	0	False	N		
1251537608135	404	GG	Y	Y	"2024-10-04 00:14:56"	G					Y	False	0	False	N		
1251537609135	404	GG	Y	Y	"2024-10-04 00:15:25"	G					Y	False	0	False	N		
1251537610135	404	GG	Y	Y	"2024-10-04 00:10:07"	G					Y	False	0	False	N		
1251537611135	404	GG	Y	Y	"2024-10-04 00:13:45"	G					Y	False	0	False	N		
1251537612135	404	GG	Y	Y	"2024-10-04 00:15:23"	G					Y	False	0	False	N		
1251538	404	GG	Y	Y	"2024-10-04 00:13:32"	H					Y	False	0	False	N		
1251539	404	GG	Y	Y	"2024-10-04 00:16:02"	H					Y	False	0	False	N		
1251540	404	GG	Y	Y	"2024-10-04 00:15:57"	G					Y	False	0	False	N		
1251541	404	GG	Y	Y	"2024-10-04 00:15:22"	H					Y	False	0	False	N		
1251542	404	GG	Y	Y	"2024-10-04 00:11:01"	H					Y	False	0	False	N		
1251543	404	GG	Y	Y	"2024-10-04 00:12:28"	H					Y	False	0	False	N		
1251544	404	GG	Y	Y	"2024-10-04 00:14:25"	H					Y	False	0	False	N		
1251545	404	GG	Y	Y	"2024-10-04 00:09:31"	E					Y	False	0	False	N		
1251546	404	GG	Y	Y	"2024-10-04 00:14:55"	E					Y	False	0	False	N		
1251547	404	GG	Y	Y	"2024-10-04 00:16:03"	E					Y	False	0	False	N		
1251548	404	GG	Y	Y	"2024-10-04 00:16:03"	G					Y	False	0	False	N		
1251549	404	GG	Y	Y	"2024-10-04 00:15:21"	G					Y	False	0	False	N		
1251552	404	GG	Y	Y	"2024-10-03 10:21:28"	H					Y	False	0	False	N		
1251554	404	GG	Y	Y	"2024-10-03 09:20:49"	G					Y	False	0	False	N		
1251555	404	GG	Y	Y	"2024-10-04 00:10:49"	G					Y	False	0	False	N		
1251556563200	404	GG	Y	Y	"2024-10-04 00:16:36"	G					Y	False	0	False	N		
1251556568200	404	GG	Y	Y	"2024-10-04 00:15:00"	G					Y	False	0	False	N		
1251557536165	404	GG	Y	Y	"2024-10-04 00:14:32"	G					Y	False	0	False	N		
1251557568165	404	GG	Y	Y	"2024-10-04 00:16:42"	G					Y	False	0	False	N		
1251558405415	404	GG	Y	Y	"2024-10-04 00:05:35"	G					Y	False	0	False	N		
1251558410415	404	GG	Y	Y	"2024-10-04 00:15:23"	G					Y	False	0	False	N		
1251558415415	404	GG	Y	Y	"2025-02-06 14:43:00"	G					Y	False	0	False	N		
1251558420415	404	GG	Y	Y	"2024-10-03 13:23:48"	G					Y	False	0	False	N		
1251559310515	404	GG	Y	Y	"2024-10-04 00:14:29"	G					Y	False	0	False	N		
1251559315515	404	GG	Y	Y	"2024-10-04 00:14:25"	G					Y	False	0	False	N		
1251559320515	404	GG	Y	Y	"2024-10-04 00:14:06"	G					Y	False	0	False	N		
1251560	404	GG	Y	Y	"2024-10-03 10:21:27"	H					Y	False	0	False	N		
1251561	404	GG	Y	Y	"2024-10-29 15:32:48"	H					Y	False	0	False	N		
1251562	404	GG	Y	Y	"2024-10-29 15:34:18"	H					Y	False	0	False	N		
1251564	404	GG	Y	Y	"2024-10-29 15:35:05"	H					Y	False	0	False	N		
1251565537280	404	GG	Y	Y	"2025-09-01 10:18:05"	G					Y	False	0	False	N		
1251565541280	404	GG	Y	Y	"2024-10-04 00:14:08"	G					Y	False	0	False	N		
1251565542280	404	GG	Y	Y	"2024-10-04 00:14:06"	G					Y	False	0	False	N		
1251565544280	404	GG	Y	Y	"2024-10-04 00:09:56"	G					Y	False	0	False	N		
1251565545280	404	GG	Y	Y	"2024-10-04 00:12:43"	G					Y	False	0	False	N		
1251566537535	404	GG	Y	Y	"2024-10-04 00:11:42"	G					Y	False	0	False	N		
1251566538535	404	GG	Y	Y	"2024-10-04 00:13:30"	G					Y	False	0	False	N		
1251567	404	GG	Y	Y	"2024-10-04 00:10:15"	G					Y	False	0	False	N		
1251568	404	GG	Y	Y	"2024-10-04 00:15:56"	G					Y	False	0	False	N		
1251569	404	GG	Y	Y	"2024-10-04 00:15:00"	G					Y	False	0	False	N		
1251570	404	GG	Y	Y	"2024-10-04 00:13:45"	G					Y	False	0	False	N		
1251571	404	GG	Y	Y	"2024-10-04 00:15:24"	G					Y	False	0	False	N		
1251572	404	GG	Y	Y	"2024-10-04 00:14:06"	G					Y	False	0	False	N		
1251573	404	GG	Y	Y	"2024-10-04 00:14:06"	G					Y	False	0	False	N		
1251574	404	GG	Y	Y	"2024-10-04 00:15:24"	G					Y	False	0	False	N		
1251575	404	GG	Y	Y	"2024-10-04 00:09:34"	G					Y	False	0	False	N		
1251576	404	GG	Y	Y	"2024-10-04 00:13:29"	G					Y	False	0	False	N		
1251577	404	GG	Y	Y	"2024-10-04 00:15:56"	G					Y	False	0	False	N		
1251578	404	GG	Y	Y	"2024-10-03 10:21:38"	G					Y	False	0	False	N		
1251579	404	GG	Y	Y	"2024-10-04 00:13:46"	G					Y	False	0	False	N		
1251580	404	GG	Y	Y	"2024-10-04 00:07:55"	G					Y	False	0	False	N		
1251581	404	GG	Y	Y	"2024-10-04 00:12:04"	G					Y	False	0	False	N		
1251582	404	GG	Y	Y	"2024-10-04 00:15:29"	G					Y	False	0	False	N		
1251583	404	GG	Y	Y	"2024-10-03 13:23:51"	G					Y	False	0	False	N		
1251584	404	GG	Y	Y	"2024-10-03 10:21:32"	F					Y	False	0	False	N		
1251585	404	GG	Y	Y	"2024-10-04 00:13:15"	G					Y	False	0	False	N		
1251586	404	GG	Y	Y	"2024-10-29 15:32:01"	G					Y	False	0	False	N		
1251587	404	GG	Y	Y	"2024-10-04 00:11:11"	H					Y	False	0	False	N		
1251588	404	GG	Y	Y	"2024-10-03 14:40:08"	H					Y	False	0	False	N		
1251589	404	GG	Y	Y	"2024-10-03 14:40:10"	H					Y	False	0	False	N		
1251590	404	GG	Y	Y	"2024-10-03 14:40:11"	H					Y	False	0	False	N		
1251591	404	GG	Y	Y	"2024-10-04 00:13:16"	H					Y	False	0	False	N		
1251594	404	GG	Y	Y	"2024-10-04 00:14:26"	H					Y	False	0	False	N		
1251595305695	404	GG	Y	Y	"2024-10-04 00:12:16"	G					Y	False	0	False	N		
1251595310695	404	GG	Y	Y	"2024-10-04 00:16:44"	G					Y	False	0	False	N		
1251595315695	404	GG	Y	Y	"2024-10-04 00:14:58"	G					Y	False	0	False	N		
1251595320695	404	GG	Y	Y	"2024-10-04 00:11:41"	G					Y	False	0	False	N		
1251596305280	404	GG	Y	Y	"2024-10-04 00:12:41"	G					Y	False	0	False	N		
1251596310280	404	GG	Y	Y	"2024-10-04 00:12:17"	G					Y	False	0	False	N		
1251596315280	404	GG	Y	Y	"2024-10-04 00:14:54"	G					Y	False	0	False	N		
1251596320280	404	GG	Y	Y	"2024-10-04 00:15:01"	G					Y	False	0	False	N		
1251597405890	404	GG	Y	Y	"2024-10-04 00:15:00"	G					Y	False	0	False	N		
1251597410890	404	GG	Y	Y	"2024-10-04 00:13:46"	G					Y	False	0	False	N		
1251597415890	404	GG	Y	Y	"2024-10-04 00:15:30"	G					Y	False	0	False	N		
1251597420890	404	GG	Y	Y	"2024-10-04 00:15:27"	G					Y	False	0	False	N		
1251598405965	404	GG	Y	Y	"2024-10-04 00:15:30"	G					Y	False	0	False	N		
1251598410965	404	GG	Y	Y	"2024-10-04 00:13:48"	G					Y	False	0	False	N		
1251598415965	404	GG	Y	Y	"2024-10-04 00:09:29"	G					Y	False	0	False	N		
1251598420965	404	GG	Y	Y	"2024-10-04 00:14:05"	G					Y	False	0	False	N		
1251599536675	404	GG	Y	Y	"2024-10-04 00:15:58"	G					Y	False	0	False	N		
1251599537675	404	GG	Y	Y	"2024-10-04 00:15:27"	G					Y	False	0	False	N		
1251599538675	404	GG	Y	Y	"2024-10-04 00:10:02"	G					Y	False	0	False	N		
1251599539675	404	GG	Y	Y	"2024-10-04 00:13:31"	G					Y	False	0	False	N		
1251599540675	404	GG	Y	Y	"2024-10-04 00:15:28"	G					Y	False	0	False	N		
1251599541675	404	GG	Y	Y	"2024-10-04 00:12:41"	G					Y	False	0	False	N		
1251599542675	404	GG	Y	Y	"2024-10-04 00:12:04"	G					Y	False	0	False	N		
1251599543675	404	GG	Y	Y	"2024-10-04 00:14:05"	G					Y	False	0	False	N		
1251599544675	404	GG	Y	Y	"2024-10-04 00:14:55"	G					Y	False	0	False	N		
1251599545675	404	GG	Y	Y	"2024-10-04 00:10:07"	G					Y	False	0	False	N		
1251599546675	404	GG	Y	Y	"2024-10-04 00:12:29"	G					Y	False	0	False	N		
1251600	404	GG	Y	Y	"2024-10-03 15:35:53"	A					Y	False	0	False	N		
1251601	404	GG	Y	Y	"2024-10-04 00:12:41"	H					Y	False	0	False	N		
1251602	404	GG	Y	Y	"2024-10-04 00:14:05"	H					Y	False	0	False	N		
1251603	404	GG	Y	Y	"2024-10-04 00:11:49"	H					Y	False	0	False	N		
1251604882250	404	GG	Y	Y	"2024-10-04 00:16:43"	G					Y	False	0	False	N		
1251604883250	404	GG	Y	Y	"2024-10-04 00:11:32"	G					Y	False	0	False	N		
1251604884250	404	GG	Y	Y	"2024-10-04 00:11:48"	G					Y	False	0	False	N		
1251604885250	404	GG	Y	Y	"2024-10-04 00:12:42"	G					Y	False	0	False	N		
1251605882405	404	GG	Y	Y	"2024-10-04 00:11:48"	G					Y	False	0	False	N		
1251605883405	404	GG	Y	Y	"2024-10-04 00:15:23"	G					Y	False	0	False	N		
1251605884405	404	GG	Y	Y	"2024-10-04 00:14:56"	G					Y	False	0	False	N		
1251605885405	404	GG	Y	Y	"2024-10-04 00:16:45"	G					Y	False	0	False	N		
1251606	404	GG	Y	Y	"2024-10-04 00:12:42"	G					Y	False	0	False	N		
1251607	404	GG	Y	Y	"2024-10-04 00:12:29"	G					Y	False	0	False	N		
1251608	404	GG	Y	Y	"2024-10-04 00:12:16"	G					Y	False	0	False	N		
1251609	404	GG	Y	Y	"2024-10-04 00:13:50"	G					Y	False	0	False	N		
1251610	404	GG	Y	Y	"2024-10-04 00:16:37"	G					Y	False	0	False	N		
1251611	404	GG	Y	Y	"2024-10-04 00:16:37"	G					Y	False	0	False	N		
1251612	404	GG	Y	Y	"2024-10-04 00:12:27"	G					Y	False	0	False	N		
1251613	404	GG	Y	Y	"2024-10-04 00:14:54"	F					Y	False	0	False	N		
1251614	404	GG	Y	Y	"2024-10-04 00:13:50"	F					Y	False	0	False	N		
1251615	404	GG	Y	Y	"2024-10-04 00:12:42"	F					Y	False	0	False	N		
1251616	404	GG	Y	Y	"2024-10-04 00:11:22"	F					Y	False	0	False	N		
1251617	404	GG	Y	Y	"2024-10-04 00:11:22"	F					Y	False	0	False	N		
1251618	404	GG	Y	Y	"2024-10-04 00:15:26"	H					Y	False	0	False	N		
1251619	404	GG	Y	Y	"2024-10-04 00:11:49"	F					Y	False	0	False	N		
1251620535200	404	GG	Y	Y	"2024-10-03 10:21:24"	G					Y	False	0	False	N		
1251620536200	404	GG	Y	Y	"2024-10-03 10:21:44"	G					Y	False	0	False	N		
1251620537200	404	GG	Y	Y	"2024-10-03 10:21:51"	G					Y	False	0	False	N		
1251620538200	404	GG	Y	Y	"2024-10-03 10:21:24"	G					Y	False	0	False	N		
1251620539200	404	GG	Y	Y	"2024-10-03 10:21:33"	G					Y	False	0	False	N		
1251620540200	404	GG	Y	Y	"2024-10-03 10:21:37"	G					Y	False	0	False	N		
1251620541200	404	GG	Y	Y	"2024-10-03 10:21:50"	G					Y	False	0	False	N		
1251620542200	404	GG	Y	Y	"2024-10-03 10:21:24"	G					Y	False	0	False	N		
1251620543200	404	GG	Y	Y	"2024-10-03 10:21:45"	G					Y	False	0	False	N		
1251620544200	404	GG	Y	Y	"2024-10-03 10:21:44"	G					Y	False	0	False	N		
1251620545200	404	GG	Y	Y	"2024-10-03 10:21:51"	G					Y	False	0	False	N		
1251620546200	404	GG	Y	Y	"2024-10-03 10:21:45"	G					Y	False	0	False	N		
1251620547200	404	GG	Y	Y	"2024-10-03 10:21:44"	G					Y	False	0	False	N		
1251622535998	404	GG	Y	Y	"2024-10-04 00:11:48"	G					Y	False	0	False	N		
1251622536998	404	GG	Y	Y	"2024-10-04 00:12:43"	G					Y	False	0	False	N		
1251622537998	404	GG	Y	Y	"2024-10-04 00:15:25"	G					Y	False	0	False	N		
1251622538998	404	GG	Y	Y	"2024-10-04 00:15:00"	G					Y	False	0	False	N		
1251622539998	404	GG	Y	Y	"2024-10-04 00:14:26"	G					Y	False	0	False	N		
1251622540998	404	GG	Y	Y	"2024-10-04 00:16:40"	G					Y	False	0	False	N		
1251622541998	404	GG	Y	Y	"2024-10-04 00:10:14"	G					Y	False	0	False	N		
1251623536145	404	GG	Y	Y	"2024-10-04 00:11:55"	G					Y	False	0	False	N		
1251623537145	404	GG	Y	Y	"2024-10-04 00:16:38"	G					Y	False	0	False	N		
1251623538145	404	GG	Y	Y	"2024-10-04 00:15:25"	G					Y	False	0	False	N		
1251623539145	404	GG	Y	Y	"2024-10-04 00:09:43"	G					Y	False	0	False	N		
1251623540145	404	GG	Y	Y	"2024-10-04 00:12:16"	G					Y	False	0	False	N		
1251623541145	404	GG	Y	Y	"2024-10-04 00:15:24"	G					Y	False	0	False	N		
1251623542145	404	GG	Y	Y	"2024-10-04 00:13:45"	G					Y	False	0	False	N		
1251624536330	404	GG	Y	Y	"2024-10-04 00:12:16"	G					Y	False	0	False	N		
1251624537330	404	GG	Y	Y	"2024-10-04 00:16:05"	G					Y	False	0	False	N		
1251624538330	404	GG	Y	Y	"2024-10-04 00:14:29"	G					Y	False	0	False	N		
1251624539330	404	GG	Y	Y	"2024-10-04 00:14:27"	G					Y	False	0	False	N		
1251624540330	404	GG	Y	Y	"2024-10-04 00:14:57"	G					Y	False	0	False	N		
1251624541330	404	GG	Y	Y	"2024-10-04 00:13:31"	G					Y	False	0	False	N		
1251625	404	GG	Y	Y	"2024-10-03 13:23:51"	H					Y	False	0	False	N		
1251626	404	GG	Y	Y	"2024-10-03 14:14:48"	H					Y	False	0	False	N		
1251630	404	GG	Y	Y	"2024-10-29 15:32:33"						Y	False	0	False	N		
1251631	404	GG	Y	Y	"2024-10-29 15:35:56"	H					Y	False	0	False	N		
1251633	404	GG	Y	Y	"2024-10-04 00:11:31"	H					Y	False	0	False	N		
1251634	404	GG	Y	Y	"2024-10-04 00:11:31"	H					Y	False	0	False	N		
1251635	404	GG	Y	Y	"2024-10-04 00:07:45"	H					Y	False	0	False	N		
1251638	404	GG	Y	Y	"2024-10-04 00:10:07"	H					Y	False	0	False	N		
1251639606685	404	GG	Y	Y	"2024-10-04 00:11:56"	G					Y	False	0	False	N		
1251639607685	404	GG	Y	Y	"2024-10-04 00:15:58"	G					Y	False	0	False	N		
1251639608685	404	GG	Y	Y	"2024-10-04 00:11:56"	G					Y	False	0	False	N		
1251640606695	404	GG	Y	Y	"2024-10-04 00:16:02"	G					Y	False	0	False	N		
1251640607695	404	GG	Y	Y	"2024-10-04 00:12:15"	G					Y	False	0	False	N		
1251640608695	404	GG	Y	Y	"2024-10-04 00:16:02"	G					Y	False	0	False	N		
1251640609695	404	GG	Y	Y	"2024-10-04 00:14:32"	G					Y	False	0	False	N		
1251640610695	404	GG	Y	Y	"2024-10-04 00:13:30"	G					Y	False	0	False	N		
1251640611695	404	GG	Y	Y	"2024-10-04 00:14:31"	G					Y	False	0	False	N		
1251641606695	404	GG	Y	Y	"2024-10-04 00:11:56"	G					Y	False	0	False	N		
1251641607695	404	GG	Y	Y	"2024-10-04 00:15:56"	G					Y	False	0	False	N		
1251641608695	404	GG	Y	Y	"2024-10-04 00:14:25"	G					Y	False	0	False	N		
1251641609695	404	GG	Y	Y	"2024-10-04 00:12:17"	G					Y	False	0	False	N		
1251641610695	404	GG	Y	Y	"2024-10-04 00:14:08"	G					Y	False	0	False	N		
1251641611695	404	GG	Y	Y	"2024-10-04 00:15:01"	G					Y	False	0	False	N		
1251642606685	404	GG	Y	Y	"2024-10-04 00:09:36"	G					Y	False	0	False	N		
1251642607685	404	GG	Y	Y	"2024-10-04 00:12:42"	G					Y	False	0	False	N		
1251642608685	404	GG	Y	Y	"2024-10-04 00:14:57"	G					Y	False	0	False	N		
1251643607415	404	GG	Y	Y	"2024-10-04 00:14:32"	G					Y	False	0	False	N		
1251643608415	404	GG	Y	Y	"2024-10-04 00:16:02"	G					Y	False	0	False	N		
1251643609415	404	GG	Y	Y	"2024-10-04 00:12:27"	G					Y	False	0	False	N		
1251643610415	404	GG	Y	Y	"2024-10-04 00:11:36"	G					Y	False	0	False	N		
1251643611415	404	GG	Y	Y	"2024-10-04 00:14:56"	G					Y	False	0	False	N		
1251644607800	404	GG	Y	Y	"2024-10-04 00:14:58"	G					Y	False	0	False	N		
1251644608800	404	GG	Y	Y	"2024-10-04 00:15:28"	G					Y	False	0	False	N		
1251644609800	404	GG	Y	Y	"2024-10-04 00:15:00"	G					Y	False	0	False	N		
1251644610800	404	GG	Y	Y	"2024-10-04 00:14:05"	G					Y	False	0	False	N		
1251644611800	404	GG	Y	Y	"2024-10-04 00:14:29"	G					Y	False	0	False	N		
1251645607135	404	GG	Y	Y	"2024-10-04 00:12:14"	G					Y	False	0	False	N		
1251645608135	404	GG	Y	Y	"2024-10-04 00:14:57"	G					Y	False	0	False	N		
1251646607150	404	GG	Y	Y	"2024-10-04 00:15:26"	G					Y	False	0	False	N		
1251646608150	404	GG	Y	Y	"2024-10-04 00:15:28"	G					Y	False	0	False	N		
1251647	404	GG	Y	Y	"2024-10-29 15:32:21"						Y	False	0	False	N		
1251648	404	GG	Y	Y	"2024-10-29 15:34:12"	A					Y	False	0	False	N		
1251649	404	GG	Y	Y	"2024-10-04 00:12:17"	H					Y	False	0	False	N		
1251650	404	GG	Y	Y	"2024-10-04 00:11:56"	H					Y	False	0	False	N		
1251652	404	GG	Y	Y	"2024-10-04 00:09:36"	H					Y	False	0	False	N		
1251653205145	404	GG	Y	Y	"2024-10-04 00:14:27"	G					Y	False	0	False	N		
1251653210145	404	GG	Y	Y	"2024-10-04 00:14:07"	G					Y	False	0	False	N		
1251653215145	404	GG	Y	Y	"2024-10-04 00:11:31"	G					Y	False	0	False	N		
1251653220145	404	GG	Y	Y	"2024-10-04 00:14:28"	G					Y	False	0	False	N		
1251653225145	404	GG	Y	Y	"2024-10-04 00:16:40"	G					Y	False	0	False	N		
1251654436920	404	GG	Y	Y	"2024-10-04 00:13:50"	G					Y	False	0	False	N		
1251654438920	404	GG	Y	Y	"2024-10-04 00:15:58"	G					Y	False	0	False	N		
1251654440920	404	GG	Y	Y	"2024-10-04 00:09:42"	G					Y	False	0	False	N		
1251654442920	404	GG	Y	Y	"2024-10-04 00:14:58"	G					Y	False	0	False	N		
1251654444920	404	GG	Y	Y	"2024-10-04 00:15:25"	G					Y	False	0	False	N		
1251655305515	404	GG	Y	Y	"2024-10-04 00:13:45"	G					Y	False	0	False	N		
1251655310515	404	GG	Y	Y	"2024-10-04 00:09:36"	G					Y	False	0	False	N		
1251655315515	404	GG	Y	Y	"2024-10-04 00:15:22"	G					Y	False	0	False	N		
1251655320515	404	GG	Y	Y	"2024-10-04 00:15:22"	G					Y	False	0	False	N		
1251655325515	404	GG	Y	Y	"2024-10-04 00:14:32"	G					Y	False	0	False	N		
1251656	404	GG	Y	Y	"2024-10-04 00:09:39"	H					Y	False	0	False	N		
1251660	404	GG	Y	Y	"2024-10-04 00:09:32"	H					Y	False	0	False	N		
1251661	404	GG	Y	Y	"2024-10-04 00:14:58"	H					Y	False	0	False	N		
1251662	404	GG	Y	Y	"2024-10-04 00:12:29"	H					Y	False	0	False	N		
1251663	404	GG	Y	Y	"2024-10-04 00:13:47"	H					Y	False	0	False	N		
1251664	404	GG	Y	Y	"2024-10-03 10:21:44"	H					Y	False	0	False	N		
1251665	404	GG	Y	Y	"2024-10-04 00:10:14"	H					Y	False	0	False	N		
1251666	404	GG	Y	Y	"2024-10-04 00:10:14"	H					Y	False	0	False	N		
1251667	404	GG	Y	Y	"2024-10-04 00:13:16"	H					Y	False	0	False	N		
1251668	404	GG	Y	Y	"2024-10-04 00:14:05"	H					Y	False	0	False	N		
1251669	404	GG	Y	Y	"2024-10-04 00:15:58"	H					Y	False	0	False	N		
1251670	404	GG	Y	Y	"2024-10-04 00:13:48"	H					Y	False	0	False	N		
1251671	404	GG	Y	Y	"2024-10-04 00:14:32"	H					Y	False	0	False	N		
1251672	404	GG	Y	Y	"2024-10-04 00:15:58"	H					Y	False	0	False	N		
1251673	404	GG	Y	Y	"2024-10-04 00:14:53"	H					Y	False	0	False	N		
1251674	404	GG	Y	Y	"2024-10-04 00:09:32"	H					Y	False	0	False	N		
1251675	404	GG	Y	Y	"2024-10-04 00:15:25"	H					Y	False	0	False	N		
1251677	404	GG	Y	Y	"2024-10-04 00:14:04"	H					Y	False	0	False	N		
1251678	404	GG	Y	Y	"2024-10-04 00:13:45"	H					Y	False	0	False	N		
1251679	404	GG	Y	Y	"2024-10-04 00:14:56"	H					Y	False	0	False	N		
1251680	404	GG	Y	Y	"2024-10-04 00:09:46"	H					Y	False	0	False	N		
1251682	404	GG	Y	Y	"2024-10-04 00:11:42"	F					Y	False	0	False	N		
1251683	404	GG	Y	Y	"2024-10-04 00:15:25"	F					Y	False	0	False	N		
1251684	404	GG	Y	Y	"2024-10-04 00:16:42"	F					Y	False	0	False	N		
1251685	404	GG	Y	Y	"2024-10-04 00:09:32"	F					Y	False	0	False	N		
1251686	404	GG	Y	Y	"2024-10-04 00:14:04"	F					Y	False	0	False	N		
1251687	404	GG	Y	Y	"2024-10-04 00:14:58"	F					Y	False	0	False	N		
1251688	404	GG	Y	Y	"2024-10-04 00:14:04"	F					Y	False	0	False	N		
1251689	404	GG	Y	Y	"2024-10-04 00:15:24"	F					Y	False	0	False	N		
1251693	404	GG	Y	Y	"2024-10-04 00:16:05"	G					Y	False	0	False	N		
1251694	404	GG	Y	Y	"2024-10-04 00:13:49"	G					Y	False	0	False	N		
1251695	404	GG	Y	Y	"2024-10-29 15:35:55"	H					Y	False	0	False	N		
1251696	404	GG	Y	Y	"2024-10-29 15:34:58"	H					Y	False	0	False	N		
1251697405115	404	GG	Y	Y	"2024-10-03 09:20:49"	G					Y	False	0	False	N		
1251697410115	404	GG	Y	Y	"2024-10-04 00:13:16"	G					Y	False	0	False	N		
1251697415115	404	GG	Y	Y	"2024-10-04 00:08:27"	G					Y	False	0	False	N		
1251697420115	404	GG	Y	Y	"2024-10-04 00:13:02"	G					Y	False	0	False	N		
1251698	404	GG	Y	Y	"2024-10-04 00:14:29"	G					Y	False	0	False	N		
1251699	404	GG	Y	Y	"2024-10-04 00:14:59"	G					Y	False	0	False	N		
1251700	404	GG	Y	Y	"2024-10-04 00:15:22"	G					Y	False	0	False	N		
1251701	404	GG	Y	Y	"2024-10-04 00:12:41"	G					Y	False	0	False	N		
1251702200300	404	GG	Y	Y	"2024-10-04 00:13:49"	G					Y	False	0	False	N		
1251702205300	404	GG	Y	Y	"2024-10-04 00:12:41"	G					Y	False	0	False	N		
1251702210300	404	GG	Y	Y	"2024-10-04 00:13:30"	G					Y	False	0	False	N		
1251702215300	404	GG	Y	Y	"2024-10-04 00:11:49"	G					Y	False	0	False	N		
1251702220300	404	GG	Y	Y	"2024-10-04 00:12:27"	G					Y	False	0	False	N		
1251702231300	404	GG	Y	Y	"2024-10-04 00:11:42"	G					Y	False	0	False	N		
1251703	404	GG	Y	Y	"2025-10-03 10:31:26"	H					Y	False	0	False	Y		
1251704	404	GG	Y	Y	"2024-10-04 00:14:55"	H					Y	False	0	False	N		
1251705	404	GG	Y	Y	"2024-10-04 00:16:40"	H					Y	False	0	False	N		
1251706	404	GG	Y	Y	"2024-10-04 00:09:32"	H					Y	False	0	False	N		
1251707	404	GG	Y	Y	"2024-10-04 00:14:59"	H					Y	False	0	False	N		
1251708	404	GG	Y	Y	"2024-10-04 00:14:26"	H					Y	False	0	False	N		
1251709	404	GG	Y	Y	"2024-10-04 00:11:42"	H					Y	False	0	False	N		
1251710	404	GG	Y	Y	"2024-10-04 00:15:24"	H					Y	False	0	False	N		
1251711	404	GG	Y	Y	"2024-10-04 00:12:05"	H					Y	False	0	False	N		
1251712	404	GG	Y	Y	"2024-10-04 00:14:28"	H					Y	False	0	False	N		
1251713	404	GG	Y	Y	"2024-10-04 00:12:15"	H					Y	False	0	False	N		
1251714	404	GG	Y	Y	"2024-10-29 15:34:20"	A					Y	False	0	False	N		
1251715	404	GG	Y	Y	"2024-10-03 14:40:08"	H					Y	False	0	False	N		
1251716	404	GG	Y	Y	"2024-10-03 14:40:10"	H					Y	False	0	False	N		
1251717	404	GG	Y	Y	"2024-10-04 00:07:54"	H					Y	False	0	False	N		
1251718	404	GG	Y	Y	"2024-10-04 00:11:56"	H					Y	False	0	False	N		
1251719	404	GG	Y	Y	"2024-10-04 00:16:44"	A					Y	False	0	False	N		
1251720	404	GG	Y	Y	"2024-10-04 00:13:31"	A					Y	False	0	False	N		
1251723	404	GG	Y	Y	"2024-10-04 00:13:47"	F					Y	False	0	False	N		
1251724405200	404	GG	Y	Y	"2024-10-04 00:09:50"	G					Y	False	0	False	N		
1251724410200	404	GG	Y	Y	"2024-10-04 00:16:40"	G					Y	False	0	False	N		
1251724415200	404	GG	Y	Y	"2024-10-04 00:11:42"	G					Y	False	0	False	N		
1251724420200	404	GG	Y	Y	"2024-10-04 00:14:05"	G					Y	False	0	False	N		
1251725	404	GG	Y	Y	"2024-10-04 00:14:25"	G					Y	False	0	False	N		
1251726	404	GG	Y	Y	"2024-10-04 00:16:39"	G					Y	False	0	False	N		
1251727	404	GG	Y	Y	"2024-10-04 00:15:22"	G					Y	False	0	False	N		
1251728	404	GG	Y	Y	"2024-10-04 00:13:45"	G					Y	False	0	False	N		
