Lagerplats	Typ	Detalj	Clearing	X-koordinat	Y-koordinat	Timestamp	Multi	Sekvens	Checksiffra	"Visa saldo"	Påfyllning	"Max pall"	"Påfyllnings offset"	"Auto plac"	Klassificering	"Farligt gods"	Dimension
BC04023	B	H		0	0	"2024-09-13 09:48:31"	N	0	791				0				2
BC04024	B	H		0	0	"2024-09-13 09:48:31"	N	0	895				0				2
BC04025	B	H		0	0	"2024-09-13 09:48:31"	N	0	599				0				2
BC04026	B	H		0	0	"2024-09-13 09:48:31"	N	0	731				0				3
BC04027	B	H		0	0	"2024-09-13 09:48:31"	N	0	650				0				3
BC04031	P	G		0	0	"2024-09-13 09:48:31"	N	127	641	N			0				134029
BC04032A	P	H		0	0	"2024-09-13 09:48:31"	N	128	675	N			0				134030
BC04033	B	H		0	0	"2024-09-13 09:48:31"	N	0	325				0				2
BC04034	B	H		0	0	"2024-09-13 09:48:31"	N	0	261				0				2
BC04035	B	H		0	0	"2024-09-13 09:48:31"	N	0	488				0				2
BC04036	B	H		0	0	"2024-09-13 09:48:31"	N	0	718				0				3
BC04037	B	H		0	0	"2024-09-13 09:48:31"	N	0	261				0				3
BC05011	P	G		0	0	"2024-09-13 09:48:31"	N	129	688	N			0				134029
BC05012A	P	H		0	0	"2024-09-13 09:48:31"	N	130	929	N			0				134030
BC05013	B	H		0	0	"2024-09-13 09:48:31"	N	0	583				0				2
BC05014	B	H		0	0	"2024-09-13 09:48:31"	N	0	8				0				2
BC05015	B	H		0	0	"2024-09-13 09:48:31"	N	0	819				0				2
BC05016	B	H		0	0	"2024-09-13 09:48:31"	N	0	993				0				3
BC05017	B	H		0	0	"2024-09-13 09:48:31"	N	0	782				0				3
BC05021	P	G		0	0	"2024-09-13 09:48:31"	N	131	473	N			0				134028
BC05022A	P	H		0	0	"2024-09-13 09:48:31"	N	132	891	N			0				134028
BC05023	B	H		0	0	"2024-09-13 09:48:31"	N	0	271				0				2
BC05024	B	H		0	0	"2024-09-13 09:48:31"	N	0	834				0				2
BC05025	B	H		0	0	"2024-09-13 09:48:31"	N	0	943				0				2
BC05026	B	H		0	0	"2024-09-13 09:48:31"	N	0	988				0				3
BC05027	B	H		0	0	"2024-09-13 09:48:31"	N	0	865				0				3
BC05031	P	G		0	0	"2024-09-13 09:48:31"	N	133	138	N			0				134028
BC05032A	P	H		0	0	"2024-09-13 09:48:31"	N	134	1	N			0				134028
BC05033	B	H		0	0	"2024-09-13 09:48:31"	N	0	261				0				2
BC05034	B	H		0	0	"2024-09-13 09:48:31"	N	0	96				0				2
BC05035	B	H		0	0	"2024-09-13 09:48:31"	N	0	454				0				2
BC05036	B	H		0	0	"2024-09-13 09:48:31"	N	0	817				0				3
BC05037	B	H		0	0	"2024-09-13 09:48:31"	N	0	850				0				3
BC06011	P	G		0	0	"2024-09-13 09:48:31"	N	135	924	N			0				134028
BC06012A	P	H		0	0	"2024-09-13 09:48:31"	N	136	200	N			0				134028
BC06013	B	H		0	0	"2024-09-13 09:48:31"	N	0	516				0				2
BC06014	B	H		0	0	"2024-09-13 09:48:31"	N	0	87				0				2
BC06015	B	H		0	0	"2024-09-13 09:48:31"	N	0	781				0				2
BC06016	B	H		0	0	"2024-09-13 09:48:31"	N	0	193				0				3
BC06017	B	H		0	0	"2024-09-13 09:48:31"	N	0	248				0				3
BC06021	P	G		0	0	"2024-09-13 09:48:31"	N	137	73	N			0				134028
BC06022A	P	H		0	0	"2024-09-13 09:48:31"	N	138	392	N			0				134028
BC06023	B	H		0	0	"2024-09-13 09:48:31"	N	0	629				0				2
BC06024	B	H		0	0	"2024-09-13 09:48:31"	N	0	388				0				2
BC06025	B	H		0	0	"2024-09-13 09:48:31"	N	0	935				0				2
BC06026	B	H		0	0	"2024-09-13 09:48:31"	N	0	734				0				3
BC06027	B	H		0	0	"2024-09-13 09:48:31"	N	0	762				0				3
BC06031	P	G		0	0	"2024-09-13 09:48:31"	N	139	870	N			0				134028
BC06032A	P	H		0	0	"2024-09-13 09:48:31"	N	140	424	N			0				134028
BC06033	B	H		0	0	"2024-09-13 09:48:31"	N	0	357				0				2
BC06034	B	H		0	0	"2024-09-13 09:48:31"	N	0	307				0				2
BC06035	B	H		0	0	"2024-09-13 09:48:31"	N	0	253				0				2
BC06036	B	H		0	0	"2024-09-13 09:48:31"	N	0	877				0				3
BC06037	B	H		0	0	"2024-09-13 09:48:31"	N	0	583				0				3
BC07011	P	G		0	0	"2025-08-12 12:21:24"	N	141	508	N			0				134028
BC07012A	P	H		0	0	"2024-09-13 09:48:31"	N	142	7	N			0				134028
BC07013	B	H		0	0	"2024-09-13 09:48:31"	N	0	916				0				2
BC07014	B	H		0	0	"2024-09-13 09:48:31"	N	0	200				0				2
BC07015	B	H		0	0	"2024-09-13 09:48:31"	N	0	804				0				2
BC07016	B	H		0	0	"2024-09-13 09:48:31"	N	0	977				0				3
BC07017	B	H		0	0	"2024-09-13 09:48:31"	N	0	850				0				3
BC07021	P	G		0	0	"2025-08-12 12:21:26"	N	143	144	N			0				134029
BC07022A	P	H		0	0	"2024-09-13 09:48:31"	N	144	287	N			0				134030
BC07023	B	H		0	0	"2024-09-13 09:48:31"	N	0	872				0				2
BC07024	B	H		0	0	"2024-09-13 09:48:31"	N	0	742				0				2
BC07025	B	H		0	0	"2024-09-13 09:48:31"	N	0	420				0				2
BC07026	B	H		0	0	"2024-09-13 09:48:31"	N	0	576				0				3
BC07027	B	H		0	0	"2024-09-13 09:48:31"	N	0	502				0				3
BC07031	P	G		0	0	"2024-09-13 09:48:31"	N	145	648	N			0				134029
BC07032A	P	H		0	0	"2024-09-13 09:48:31"	N	146	628	N			0				134030
BC07033	B	H		0	0	"2024-09-13 09:48:31"	N	0	312				0				2
BC07034	B	H		0	0	"2024-09-13 09:48:31"	N	0	854				0				2
BC07035	B	H		0	0	"2024-09-13 09:48:31"	N	0	558				0				2
BC07036	B	H		0	0	"2024-09-13 09:48:31"	N	0	759				0				3
BC07037	B	H		0	0	"2024-09-13 09:48:31"	N	0	233				0				3
BC08011	P	G		0	0	"2024-09-13 09:48:31"	N	147	574	N			0				134029
BC08012A	P	H		0	0	"2024-09-13 09:48:31"	N	148	669	N			0				134030
BC08013	B	H		0	0	"2024-09-13 09:48:31"	N	0	227				0				2
BC08014	B	H		0	0	"2024-09-13 09:48:31"	N	0	818				0				2
BC08015	B	H		0	0	"2024-09-13 09:48:31"	N	0	490				0				2
BC08016	B	H		0	0	"2024-09-13 09:48:31"	N	0	915				0				3
BC08017	B	H		0	0	"2024-09-13 09:48:31"	N	0	290				0				3
BC08021	P	G		0	0	"2024-12-06 13:09:15"	N	149	483	N			0				134029
BC08022A	P	H		0	0	"2024-09-13 09:48:31"	N	150	430	N			0				134030
BC08023	B	H		0	0	"2024-09-13 09:48:31"	N	0	549				0				2
BC08024	B	H		0	0	"2024-09-13 09:48:31"	N	0	961				0				2
BC08025	B	H		0	0	"2024-09-13 09:48:31"	N	0	435				0				2
BC08026	B	H		0	0	"2024-09-13 09:48:31"	N	0	754				0				3
BC08027	B	H		0	0	"2024-09-13 09:48:31"	N	0	273				0				3
BC08031	P	G		0	0	"2024-09-13 09:48:31"	N	151	52	N			0				134029
BC08032A	P	H		0	0	"2024-09-13 09:48:31"	N	152	287	N			0				134030
BC08033	B	H		0	0	"2024-09-13 09:48:31"	N	0	78				0				2
BC08034	B	H		0	0	"2024-09-13 09:48:31"	N	0	868				0				2
BC08035	B	H		0	0	"2024-09-13 09:48:31"	N	0	754				0				2
BC08036	B	H		0	0	"2024-09-13 09:48:31"	N	0	47				0				3
BC08037	B	H		0	0	"2024-09-13 09:48:31"	N	0	834				0				3
BC09011	P	G		0	0	"2024-09-13 09:48:31"	N	153	801	N			0				134029
BC09012A	P	H		0	0	"2024-09-13 09:48:31"	N	154	836	N			0				134030
BC09013	B	H		0	0	"2024-09-13 09:48:31"	N	0	327				0				2
BC09014	B	H		0	0	"2024-09-13 09:48:31"	N	0	53				0				2
BC09015	B	H		0	0	"2024-09-13 09:48:31"	N	0	141				0				2
BC09016	B	H		0	0	"2024-09-13 09:48:31"	N	0	74				0				3
BC09017	B	H		0	0	"2024-09-13 09:48:31"	N	0	683				0				3
BC09021	P	G		0	0	"2024-09-13 09:48:31"	N	155	970	N			0				134029
BC09022A	P	H		0	0	"2024-09-13 09:48:31"	N	156	215	N			0				134030
BC09023	B	H		0	0	"2024-09-13 09:48:31"	N	0	761				0				2
BC09024	B	H		0	0	"2024-09-13 09:48:31"	N	0	200				0				2
BC09025	B	H		0	0	"2024-09-13 09:48:31"	N	0	638				0				2
BC09026	B	H		0	0	"2024-09-13 09:48:31"	N	0	890				0				3
BC09027	B	H		0	0	"2024-09-13 09:48:31"	N	0	838				0				3
BC10011	P	G		0	0	"2024-09-13 09:48:31"	N	157	755	N			0				134029
BC10012A	P	H		0	0	"2024-09-13 09:48:31"	N	158	675	N			0				134030
BC10013	B	H		0	0	"2024-09-13 09:48:31"	N	0	537				0				2
BC10014	B	H		0	0	"2024-09-13 09:48:31"	N	0	159				0				2
BC10015	B	H		0	0	"2024-09-13 09:48:31"	N	0	572				0				2
BC10016	B	H		0	0	"2024-09-13 09:48:31"	N	0	629				0				3
BC10017	B	H		0	0	"2024-09-13 09:48:31"	N	0	290				0				3
BC10021	P	G		0	0	"2025-08-15 11:27:16"	N	159	182	N			0				134029
BC10022A	P	H		0	0	"2024-09-13 09:48:31"	N	160	620	N			0				134030
BC10023	B	H		0	0	"2024-09-13 09:48:31"	N	0	401				0				2
BC10024	B	H		0	0	"2024-09-13 09:48:31"	N	0	837				0				2
BC10025	B	H		0	0	"2024-09-13 09:48:31"	N	0	806				0				2
BC10026	B	H		0	0	"2024-09-13 09:48:31"	N	0	491				0				3
BC10027	B	H		0	0	"2024-09-13 09:48:31"	N	0	934				0				3
BC11011	B	G		0	0	"2024-09-13 09:48:31"	N	0	779				0				3
BC11012	B	H		0	0	"2024-09-13 09:48:31"	N	0	191				0				3
BC11013	B	H		0	0	"2024-09-13 09:48:31"	N	0	75				0				3
BC11021	B	G		0	0	"2024-09-13 09:48:31"	N	0	418				0				3
BC11022	B	H		0	0	"2024-09-13 09:48:31"	N	0	569				0				3
BC11023	B	H		0	0	"2024-09-13 09:48:31"	N	0	330				0				3
BC11031	B	G		0	0	"2024-09-13 09:48:31"	N	0	379				0				3
BC11032	B	H		0	0	"2024-09-13 09:48:31"	N	0	675				0				3
BC11033	B	H		0	0	"2024-09-13 09:48:31"	N	0	352				0				3
BC11041	B	G		0	0	"2024-09-13 09:48:31"	N	0	448				0				3
BC11042	B	H		0	0	"2024-09-13 09:48:31"	N	0	862				0				3
BC11043	B	H		0	0	"2024-09-13 09:48:31"	N	0	205				0				3
BC12011	B	G		0	0	"2024-09-13 09:48:31"	N	0	436				0				3
BC12012	B	H		0	0	"2024-09-13 09:48:31"	N	0	468				0				3
BC12013	B	H		0	0	"2024-09-13 09:48:31"	N	0	205				0				3
BC12021	B	G		0	0	"2024-09-13 09:48:31"	N	0	133				0				3
BC12022	B	H		0	0	"2024-09-13 09:48:31"	N	0	246				0				3
BC12023	B	H		0	0	"2024-09-13 09:48:31"	N	0	743				0				3
BC12031	B	G		0	0	"2024-09-13 09:48:31"	N	0	534				0				3
BC12032	B	H		0	0	"2024-09-13 09:48:31"	N	0	596				0				3
BC12033	B	H		0	0	"2024-09-13 09:48:31"	N	0	583				0				3
BC12041	B	G		0	0	"2024-09-13 09:48:31"	N	0	24				0				3
BC12042	B	H		0	0	"2024-09-13 09:48:31"	N	0	891				0				3
BC12043	B	H		0	0	"2024-09-13 09:48:31"	N	0	543				0				3
BC13011	P	G		0	0	"2024-09-13 09:48:31"	N	161	410	N			0				134029
BC13012A	P	H		0	0	"2024-09-13 09:48:31"	N	162	953	N			0				134030
BC13013	B	H		0	0	"2024-09-13 09:48:31"	N	0	953				0				2
BC13014	B	H		0	0	"2024-09-13 09:48:31"	N	0	105				0				2
BC13015	B	H		0	0	"2024-09-13 09:48:31"	N	0	188				0				2
BC13016	B	H		0	0	"2024-09-13 09:48:31"	N	0	471				0				3
BC13017	B	H		0	0	"2024-09-13 09:48:31"	N	0	156				0				3
BC13021	P	G		0	0	"2024-09-13 09:48:31"	N	163	944	N			0				134029
BC13022A	P	H		0	0	"2024-09-13 09:48:31"	N	164	21	N			0				134030
BC13023	B	H		0	0	"2024-09-13 09:48:31"	N	0	592				0				2
BC13024	B	H		0	0	"2024-09-13 09:48:31"	N	0	235				0				2
BC13025	B	H		0	0	"2024-09-13 09:48:31"	N	0	664				0				2
BC13026	B	H		0	0	"2024-09-13 09:48:31"	N	0	893				0				3
BC13027	B	H		0	0	"2024-09-13 09:48:31"	N	0	934				0				3
BC13031	P	G		0	0	"2024-09-13 09:48:31"	N	165	361	N			0				134029
BC13032A	P	H		0	0	"2024-09-13 09:48:31"	N	166	720	N			0				134030
BC13033	B	H		0	0	"2024-09-13 09:48:31"	N	0	29				0				2
BC13034	B	H		0	0	"2024-09-13 09:48:31"	N	0	42				0				2
BC13035	B	H		0	0	"2024-09-13 09:48:31"	N	0	292				0				2
BC13036	B	H		0	0	"2024-09-13 09:48:31"	N	0	563				0				3
BC13037	B	H		0	0	"2024-09-13 09:48:31"	N	0	443				0				3
BC14013	B	H		0	0	"2024-09-13 09:48:31"	N	0	919				0				2
BC14014	B	H		0	0	"2024-09-13 09:48:31"	N	0	942				0				2
BC14015	B	H		0	0	"2024-09-13 09:48:31"	N	0	192				0				2
BC14016	B	H		0	0	"2024-09-13 09:48:31"	N	0	136				0				3
BC14017	B	H		0	0	"2024-09-13 09:48:31"	N	0	12				0				3
BC14021	P	G		0	0	"2024-09-13 09:48:31"	N	167	822	N			0				134029
BC14022A	P	H		0	0	"2024-09-13 09:48:31"	N	168	95	N			0				134030
BC14023	B	H		0	0	"2024-09-13 09:48:31"	N	0	729				0				2
BC14024	B	H		0	0	"2024-09-13 09:48:31"	N	0	661				0				2
BC14025	B	H		0	0	"2024-09-13 09:48:31"	N	0	107				0				2
BC14026	B	H		0	0	"2024-09-13 09:48:31"	N	0	44				0				3
BC14027	B	H		0	0	"2024-09-13 09:48:31"	N	0	399				0				3
BC14031	P	G		0	0	"2024-09-13 09:48:31"	N	169	388	N			0				134029
BC14032A	P	H		0	0	"2024-09-13 09:48:31"	N	170	37	N			0				134030
BC14033	B	H		0	0	"2024-09-13 09:48:31"	N	0	23				0				2
BC14034	B	H		0	0	"2024-09-13 09:48:31"	N	0	144				0				2
BC14035	B	H		0	0	"2024-09-13 09:48:31"	N	0	278				0				2
BC14036	B	H		0	0	"2024-09-13 09:48:31"	N	0	590				0				3
BC14037	B	H		0	0	"2024-09-13 09:48:31"	N	0	621				0				3
BC15011	P	G		0	0	"2024-09-13 09:48:31"	N	171	62	N			0				134029
BC15012A	P	H		0	0	"2024-09-13 09:48:31"	N	172	277	N			0				134030
BC15013	B	H		0	0	"2024-09-13 09:48:31"	N	0	41				0				2
BC15014	B	H		0	0	"2024-09-13 09:48:31"	N	0	334				0				2
BC15015	B	H		0	0	"2024-09-13 09:48:31"	N	0	740				0				2
BC15016	B	H		0	0	"2024-09-13 09:48:31"	N	0	504				0				3
BC15017	B	H		0	0	"2024-09-13 09:48:31"	N	0	873				0				3
BC15021	P	G		0	0	"2024-09-13 09:48:31"	N	173	239	N			0				134029
BC15022A	P	H		0	0	"2024-09-13 09:48:31"	N	174	99	N			0				134030
BC15023	B	H		0	0	"2024-09-13 09:48:31"	N	0	765				0				2
BC15024	B	H		0	0	"2024-09-13 09:48:31"	N	0	90				0				2
BC15025	B	H		0	0	"2024-09-13 09:48:31"	N	0	576				0				2
BC15026	B	H		0	0	"2024-09-13 09:48:31"	N	0	891				0				3
BC15027	B	H		0	0	"2024-09-13 09:48:31"	N	0	952				0				3
BC15031	P	G		0	0	"2024-09-13 09:48:31"	N	175	889	N			0				134029
BC15032A	P	H		0	0	"2024-09-13 09:48:31"	N	176	781	N			0				134030
BC15033	B	H		0	0	"2024-09-13 09:48:31"	N	0	918				0				2
BC15034	B	H		0	0	"2024-09-13 09:48:31"	N	0	293				0				2
BC15035	B	H		0	0	"2024-09-13 09:48:31"	N	0	50				0				2
BC15036	B	H		0	0	"2024-09-13 09:48:31"	N	0	110				0				3
BC15037	B	H		0	0	"2024-09-13 09:48:31"	N	0	422				0				3
BC16011	P	G		0	0	"2024-09-13 09:48:31"	N	177	615	N			0				134029
BC16012A	P	H		0	0	"2024-09-13 09:48:31"	N	178	185	N			0				134030
BC16013	B	H		0	0	"2024-09-13 09:48:31"	N	0	852				0				2
BC16014	B	H		0	0	"2024-09-13 09:48:31"	N	0	148				0				2
BC16015	B	H		0	0	"2024-09-13 09:48:31"	N	0	481				0				2
BC16016	B	H		0	0	"2024-09-13 09:48:31"	N	0	327				0				3
BC16017	B	H		0	0	"2024-09-13 09:48:31"	N	0	552				0				3
BC16021	P	G		0	0	"2024-09-13 09:48:31"	N	179	880	N			0				134029
BC16022A	P	H		0	0	"2024-09-13 09:48:31"	N	180	17	N			0				134030
BC16023	B	H		0	0	"2024-09-13 09:48:31"	N	0	812				0				2
BC16024	B	H		0	0	"2024-09-13 09:48:31"	N	0	852				0				2
BC16025	B	H		0	0	"2024-09-13 09:48:31"	N	0	609				0				2
BC16026	B	H		0	0	"2024-09-13 09:48:31"	N	0	972				0				3
BC16027	B	H		0	0	"2024-09-13 09:48:31"	N	0	870				0				3
BC16031	P	G		0	0	"2024-09-13 09:48:31"	N	181	831	N			0				134029
BC16032A	P	H		0	0	"2024-09-13 09:48:31"	N	182	992	N			0				134030
BC16033	B	H		0	0	"2024-09-13 09:48:31"	N	0	197				0				2
BC16034	B	H		0	0	"2024-09-13 09:48:31"	N	0	375				0				2
BC16035	B	H		0	0	"2024-09-13 09:48:31"	N	0	307				0				2
BC16036	B	H		0	0	"2024-09-13 09:48:31"	N	0	424				0				3
BC16037	B	H		0	0	"2024-09-13 09:48:31"	N	0	87				0				3
BC17011	P	G		0	0	"2024-09-13 09:48:31"	N	183	500	N			0				134029
BC17012A	P	H		0	0	"2024-09-13 09:48:31"	N	184	137	N			0				134030
BC17013	B	H		0	0	"2024-09-13 09:48:31"	N	0	374				0				2
BC17014	B	H		0	0	"2024-09-13 09:48:31"	N	0	165				0				2
BC17015	B	H		0	0	"2024-09-13 09:48:31"	N	0	695				0				2
BC17016	B	H		0	0	"2024-09-13 09:48:31"	N	0	632				0				3
BC17017	B	H		0	0	"2024-09-13 09:48:31"	N	0	600				0				3
BC17021	P	G		0	0	"2024-09-13 09:48:31"	N	185	624	N			0				134029
BC17022A	P	H		0	0	"2024-09-13 09:48:31"	N	186	803	N			0				134030
BC17023	B	H		0	0	"2024-09-13 09:48:31"	N	0	469				0				2
BC17024	B	H		0	0	"2024-09-13 09:48:31"	N	0	739				0				2
BC17025	B	H		0	0	"2024-09-13 09:48:31"	N	0	343				0				2
BC17026	B	H		0	0	"2024-09-13 09:48:31"	N	0	941				0				3
BC17027	B	H		0	0	"2024-09-13 09:48:31"	N	0	296				0				3
BC17031	P	G		0	0	"2024-09-13 09:48:31"	N	187	657	N			0				134029
BC17032A	P	H		0	0	"2024-09-13 09:48:31"	N	188	115	N			0				134030
BC17033	B	H		0	0	"2024-09-13 09:48:31"	N	0	176				0				2
BC17034	B	H		0	0	"2024-09-13 09:48:31"	N	0	431				0				2
BC17035	B	H		0	0	"2024-09-13 09:48:31"	N	0	942				0				2
BC17036	B	H		0	0	"2024-09-13 09:48:31"	N	0	725				0				3
BC17037	B	H		0	0	"2024-09-13 09:48:31"	N	0	59				0				3
BC18011	P	G		0	0	"2024-09-13 09:48:31"	N	189	359	N			0				134029
BC18012A	P	H		0	0	"2024-09-13 09:48:31"	N	190	399	N			0				134030
BC18013	B	H		0	0	"2024-09-13 09:48:31"	N	0	528				0				2
BC18014	B	H		0	0	"2024-09-13 09:48:31"	N	0	241				0				2
BC18015	B	H		0	0	"2024-09-13 09:48:31"	N	0	514				0				2
BC18016	B	H		0	0	"2024-09-13 09:48:31"	N	0	786				0				3
BC18017	B	H		0	0	"2024-09-13 09:48:31"	N	0	785				0				3
BC18021	P	G		0	0	"2025-09-24 10:33:14"	N	191	851	N			0				134029
BC18022A	P	H		0	0	"2024-09-13 09:48:31"	N	192	351	N			0				134030
BC18023	B	H		0	0	"2024-09-13 09:48:31"	N	0	27				0				2
BC18024	B	H		0	0	"2024-09-13 09:48:31"	N	0	913				0				2
BC18025	B	H		0	0	"2024-09-13 09:48:31"	N	0	572				0				2
BC18026	B	H		0	0	"2024-09-13 09:48:31"	N	0	297				0				3
BC18027	B	H		0	0	"2024-09-13 09:48:31"	N	0	230				0				3
BC18031	P	G		0	0	"2024-09-13 09:48:31"	N	193	200	N			0				134029
BC18032A	P	H		0	0	"2024-09-13 09:48:31"	N	194	658	N			0				134030
BC18033	B	H		0	0	"2024-09-13 09:48:31"	N	0	262				0				2
BC18034	B	H		0	0	"2024-09-13 09:48:31"	N	0	96				0				2
BC18035	B	H		0	0	"2024-09-13 09:48:31"	N	0	875				0				2
BC18036	B	H		0	0	"2024-09-13 09:48:31"	N	0	954				0				3
BC18037	B	H		0	0	"2024-09-13 09:48:31"	N	0	199				0				3
BC19011	P	G		0	0	"2024-09-13 09:48:31"	N	195	444	N			0				134029
BC19012A	P	H		0	0	"2024-09-13 09:48:31"	N	196	580	N			0				134030
BC19013	B	H		0	0	"2024-09-13 09:48:31"	N	0	158				0				2
BC19014	B	H		0	0	"2024-09-13 09:48:31"	N	0	769				0				2
BC19015	B	H		0	0	"2024-09-13 09:48:31"	N	0	901				0				2
BC19016	B	H		0	0	"2024-09-13 09:48:31"	N	0	804				0				3
BC19017	B	H		0	0	"2024-09-13 09:48:31"	N	0	798				0				3
BC19021	P	G		0	0	"2024-09-13 09:48:31"	N	197	74	N			0				134029
BC19022A	P	H		0	0	"2024-09-13 09:48:31"	N	198	812	N			0				134030
BC19023	B	H		0	0	"2024-09-13 09:48:31"	N	0	693				0				2
BC19024	B	H		0	0	"2024-09-13 09:48:31"	N	0	341				0				2
BC19025	B	H		0	0	"2024-09-13 09:48:31"	N	0	620				0				2
BC19026	B	H		0	0	"2024-09-13 09:48:31"	N	0	764				0				3
BC19027	B	H		0	0	"2024-09-13 09:48:31"	N	0	375				0				3
BC19031	P	G		0	0	"2024-09-13 09:48:31"	N	199	743	N			0				134029
BC19032A	P	H		0	0	"2024-09-13 09:48:31"	N	200	31	N			0				134030
BC19033	B	H		0	0	"2024-09-13 09:48:31"	N	0	949				0				2
BC19034	B	H		0	0	"2024-09-13 09:48:31"	N	0	658				0				2
BC19035	B	H		0	0	"2024-09-13 09:48:31"	N	0	499				0				2
BC19036	B	H		0	0	"2024-09-13 09:48:31"	N	0	50				0				3
BC19037	B	H		0	0	"2024-09-13 09:48:31"	N	0	471				0				3
BC20011	P	G		0	0	"2024-09-13 09:48:31"	N	201	813	N			0				134029
BC20012A	P	H		0	0	"2025-08-12 12:21:28"	N	202	613	N			0				134030
BC20013	B	H		0	0	"2024-09-13 09:48:31"	N	0	571				0				2
BC20014	B	H		0	0	"2024-09-13 09:48:31"	N	0	276				0				2
BC20015	B	H		0	0	"2025-08-07 14:11:06"	N	0	471				0				2
BC20016	B	H		0	0	"2024-09-13 09:48:31"	N	0	855				0				3
BC20017	B	H		0	0	"2024-09-13 09:48:31"	N	0	765				0				3
BC20021	P	G		0	0	"2024-09-13 09:48:31"	N	203	544	N			0				134029
BC20022A	P	H		0	0	"2024-09-13 09:48:31"	N	204	483	N			0				134030
BC20023	B	H		0	0	"2024-09-13 09:48:31"	N	0	326				0				2
BC20024	B	H		0	0	"2024-09-13 09:48:31"	N	0	540				0				2
BC20025	B	H		0	0	"2024-09-13 09:48:31"	N	0	659				0				2
BC20026	B	H		0	0	"2024-09-13 09:48:31"	N	0	998				0				3
BC20027	B	H		0	0	"2024-09-13 09:48:31"	N	0	488				0				3
BC20031	P	G		0	0	"2024-09-13 09:48:31"	N	205	91	N			0				134029
BC20032A	P	H		0	0	"2024-09-13 09:48:31"	N	206	210	N			0				134030
BC20033	B	H		0	0	"2024-09-13 09:48:31"	N	0	324				0				2
BC20034	B	H		0	0	"2024-09-13 09:48:31"	N	0	285				0				2
BC20035	B	H		0	0	"2024-09-13 09:48:31"	N	0	84				0				2
BC20036	B	H		0	0	"2024-09-13 09:48:31"	N	0	753				0				3
BC20037	B	H		0	0	"2024-09-13 09:48:31"	N	0	950				0				3
BD01011	P	G		0	0	"2024-09-13 09:48:31"	N	207	79	N			0				134029
BD01012A	P	H		0	0	"2024-09-13 09:48:31"	N	208	442	N			0				134030
BD01013	B	H		0	0	"2024-09-13 09:48:31"	N	0	489				0				2
BD01014	B	H		0	0	"2024-09-13 09:48:31"	N	0	237				0				2
BD01015	B	H		0	0	"2024-09-13 09:48:31"	N	0	715				0				2
BD01016	B	H		0	0	"2024-09-13 09:48:31"	N	0	740				0				3
BD01017	B	H		0	0	"2024-09-13 09:48:31"	N	0	356				0				3
BD01021	P	G		0	0	"2024-09-13 09:48:31"	N	209	203	N			0				134029
BD01022A	P	H		0	0	"2024-09-13 09:48:31"	N	210	868	N			0				134030
BD01023	B	H		0	0	"2024-09-13 09:48:31"	N	0	274				0				2
BD01024	B	H		0	0	"2024-09-13 09:48:31"	N	0	248				0				2
BD01025	B	H		0	0	"2024-09-13 09:48:31"	N	0	762				0				2
BD01026	B	H		0	0	"2024-09-13 09:48:31"	N	0	336				0				3
BD01027	B	H		0	0	"2024-09-13 09:48:31"	N	0	145				0				3
BD01031	P	G		0	0	"2024-09-13 09:48:31"	N	211	296	N			0				134028
BD01032A	P	H		0	0	"2024-09-13 09:48:31"	N	212	901	N			0				134028
BD01033	B	H		0	0	"2024-09-13 09:48:31"	N	0	573				0				2
BD01034	B	H		0	0	"2024-09-13 09:48:31"	N	0	82				0				2
BD01035	B	H		0	0	"2024-09-13 09:48:31"	N	0	452				0				2
BD01036	B	H		0	0	"2024-09-13 09:48:31"	N	0	901				0				3
BD01037	B	H		0	0	"2024-09-13 09:48:31"	N	0	89				0				3
BD02011	P	G		0	0	"2024-09-13 09:48:31"	N	213	678	N			0				134028
BD02012A	P	H		0	0	"2025-08-12 12:21:32"	N	214	208	N			0				134028
BD02013	B	H		0	0	"2024-09-13 09:48:31"	N	0	804				0				2
BD02014	B	H		0	0	"2024-09-13 09:48:31"	N	0	19				0				2
BD02015	B	H		0	0	"2024-09-13 09:48:31"	N	0	138				0				2
BD02016	B	H		0	0	"2024-09-13 09:48:31"	N	0	897				0				3
BD02017	B	H		0	0	"2024-09-13 09:48:31"	N	0	878				0				3
BD02021	P	G		0	0	"2024-09-13 09:48:31"	N	215	146	N			0				134028
BD02022A	P	H		0	0	"2024-09-13 09:48:31"	N	216	182	N			0				134028
BD02023	B	H		0	0	"2024-09-13 09:48:31"	N	0	174				0				2
BD02024	B	H		0	0	"2024-09-13 09:48:31"	N	0	668				0				2
BD02025	B	H		0	0	"2024-09-13 09:48:31"	N	0	121				0				2
BD02026	B	H		0	0	"2024-09-13 09:48:31"	N	0	147				0				3
BD02027	B	H		0	0	"2024-09-13 09:48:31"	N	0	712				0				3
BD02031	P	G		0	0	"2025-02-03 09:29:50"	N	217	433	N			0				134028
BD02032A	P	H		0	0	"2024-09-13 09:48:31"	N	218	77	N			0				134028
BD02033	B	H		0	0	"2024-09-13 09:48:31"	N	0	970				0				2
BD02034	B	H		0	0	"2024-09-13 09:48:31"	N	0	581				0				2
BD02035	B	H		0	0	"2024-09-13 09:48:31"	N	0	681				0				2
BD02036	B	H		0	0	"2024-09-13 09:48:31"	N	0	301				0				3
BD02037	B	H		0	0	"2024-09-13 09:48:31"	N	0	773				0				3
