Lagerplats	Typ	Detalj	Clearing	X-koordinat	Y-koordinat	Timestamp	Multi	Sekvens	Checksiffra	"Visa saldo"	Påfyllning	"Max pall"	"Påfyllnings offset"	"Auto plac"	Klassificering	"Farligt gods"	Dimension
.SH111	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2847	N			0				
.SH121	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6392	N			0				
.SH131	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7485	N			0				
.SH211	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4529	N			0				
.SH221	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8164	N			0				
.SH231	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5738	N			0				
.SH311	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9647	N			0				
.SH321	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2389	N			0				
.SH331	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6951	N			0				
.SH411	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4276	N			0				
.SH421	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8529	N			0				
.SH431	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3746	N			0				
.SH511	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9815	N			0				
.SH521	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5468	N			0				
.SH531	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7239	N			0				
.SH611	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8642	N			0				
.SH621	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3957	N			0				
.SH631	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6724	N			0				
.SH711	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4896	N			0				
.SH721	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9572	N			0				
.SH731	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2467	N			0				
.SH811	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8354	N			0				
.SH821	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6918	N			0				
.SH831	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7286	N			0				
.SH911	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4597	N			0				
.SH921	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8742	N			0				
.SH931	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5369	N			0				
.SV111	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2473	N			0				
.SV112	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1639	N			0				
.SV113A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6946	N			0				
.SV113B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3450	N			0				
.SV121	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7349	N			0				
.SV122	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2527	N			0				
.SV123A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4436	N			0				
.SV123B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4733	N			0				
.SV131	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1343	N			0				
.SV132	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7962	N			0				
.SV133A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8375	N			0				
.SV133B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6074	N			0				
.SV211	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9169	N			0				
.SV212	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4756	N			0				
.SV213A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3494	N			0				
.SV213B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2572	N			0				
.SV221	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6904	N			0				
.SV222	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2993	N			0				
.SV223A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9762	N			0				
.SV223B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7878	N			0				
.SV231	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3290	N			0				
.SV232	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8016	N			0				
.SV233A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1491	N			0				
.SV233B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5612	N			0				
.SV311	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4342	N			0				
.SV312	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8783	N			0				
.SV313A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3294	N			0				
.SV313B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6654	N			0				
.SV321	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4808	N			0				
.SV322	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3497	N			0				
.SV323A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9607	N			0				
.SV323B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5169	N			0				
.SV331	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7469	N			0				
.SV332	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1830	N			0				
.SV333A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2142	N			0				
.SV333B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7131	N			0				
.SV411	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1861	N			0				
.SV412	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6512	N			0				
.SV413A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2384	N			0				
.SV413B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3438	N			0				
.SV421	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3706	N			0				
.SV422	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2099	N			0				
.SV423A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9072	N			0				
.SV423B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5350	N			0				
.SV431	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4105	N			0				
.SV432	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4418	N			0				
.SV433A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3444	N			0				
.SV433B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8986	N			0				
.SV511	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6255	N			0				
.SV512	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2154	N			0				
.SV513A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7066	N			0				
.SV513B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9660	N			0				
.SV521	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4842	N			0				
.SV522	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8884	N			0				
.SV523A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5088	N			0				
.SV523B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7153	N			0				
.SV531	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7827	N			0				
.SV532	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3608	N			0				
.SV533A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5805	N			0				
.SV533B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3228	N			0				
.SV611	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5640	N			0				
.SV612	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1821	N			0				
.SV613A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4335	N			0				
.SV613B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4877	N			0				
.SV621	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7358	N			0				
.SV622	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2359	N			0				
.SV623A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5465	N			0				
.SV623B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7728	N			0				
.SV631	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6275	N			0				
.SV632	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8755	N			0				
.SV633A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9214	N			0				
.SV633B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4048	N			0				
.SV711	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1438	N			0				
.SV712	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1947	N			0				
.SV713A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1042	N			0				
.SV713B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9419	N			0				
.SV721	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2342	N			0				
.SV722	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9174	N			0				
.SV723A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7645	N			0				
.SV723B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6178	N			0				
.SV731	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3120	N			0				
.SV732	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7900	N			0				
.SV733A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4233	N			0				
.SV733B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3521	N			0				
.SV811	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7224	N			0				
.SV812	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2546	N			0				
.SV813A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4594	N			0				
.SV813B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7441	N			0				
.SV821	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9502	N			0				
.SV822	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7579	N			0				
.SV823A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9416	N			0				
.SV823B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5784	N			0				
.SV831	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9170	N			0				
.SV832	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5849	N			0				
.SV833A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	1948	N			0				
.SV833B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8432	N			0				
.SV911	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2733	N			0				
.SV912	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7281	N			0				
.SV913A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	3071	N			0				
.SV913B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	2233	N			0				
.SV921	S	H		0	0	"2026-02-09 14:59:55"	Y	0	4036	N			0				
.SV922	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8499	N			0				
.SV923A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8825	N			0				
.SV923B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	6717	N			0				
.SV931	S	H		0	0	"2026-02-09 14:59:55"	Y	0	8767	N			0				
.SV932	S	H		0	0	"2026-02-09 14:59:55"	Y	0	5735	N			0				
.SV933A	S	H		0	0	"2026-02-09 14:59:55"	Y	0	7437	N			0				
.SV933B	S	H		0	0	"2026-02-09 14:59:55"	Y	0	9539	N			0				
0101	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0102	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0103	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0104	G	V		0	0	"2024-09-13 09:48:31"	N	0	99	0			0				0
0105	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0106	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0107	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0108	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0109	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0110	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0111	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0112	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0201	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0202	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0203	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0204	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0205	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0206	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0207	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0208	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0209	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0210	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0211	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0212	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0301	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0302	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0303	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0304	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0305	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0306	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0307	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0308	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0309	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0310	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0311	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0312	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0313	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0314	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
0315	G	V		0	0	"2024-09-13 09:48:31"	N	0	99				0				0
1	P	G				"2024-12-01 13:50:48"	Y	0	1	N							
101	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
102	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
103	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
104	G	V		0	0	"2024-11-14 09:05:03"	N	0	99	0			0				0
105	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
106	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
107	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
108	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
109	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
110	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
111	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
112	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
113	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
114	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
115	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
1234567891234	P	U				"2026-05-13 07:53:33"	Y	0	1234567891234								
201	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
202	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
203	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
204	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
205	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
206	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
207	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
208	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
209	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
210	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
211	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
212	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
213	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
214	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
215	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
24PORT	P	G				"2025-10-06 10:23:37"	Y	0	1	N							
301	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
302	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
303	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
304	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
305	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
306	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
307	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
308	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
309	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
310	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
311	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
312	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
313	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
314	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
315	G	V		0	0	"2024-11-14 09:05:03"	N	0	99				0				0
4302	U	G				"2024-12-20 09:54:37"		0	994								
990101	U	V				"2024-11-28 17:40:58"	Y	0	1								
990201	U	V				"2024-11-28 18:18:12"	Y	0	1								
990301	U	V				"2024-11-28 18:19:03"	Y	0	1								
990401	U	V				"2024-12-03 12:53:13"	Y	0	1								
990402	U	V				"2025-07-15 12:18:12"	Y	0	1								
990403	U	V				"2025-07-15 12:18:12"	Y	0	1								
990404	U	V				"2025-07-15 12:18:12"	Y	0	1								
990405	U	V				"2025-07-15 12:18:12"	Y	0	1								
990406	U	V				"2025-07-15 12:18:12"	Y	0	1								
990407	U	V				"2025-07-15 12:18:12"	Y	0	1								
990408	U	V				"2025-07-15 12:18:12"	Y	0	1								
990409	U	V				"2025-07-15 12:18:12"	Y	0	1								
990410	U	V				"2025-07-15 12:18:12"	Y	0	1								
990501	U	V				"2024-12-03 12:53:13"	Y	0	1								
990601	U	V				"2024-12-03 12:53:13"	Y	0	1								
990701	U	V				"2024-12-03 12:53:13"	Y	0	1								
990801	U	V				"2024-12-03 12:53:13"	Y	0	1								
990901	U	V				"2024-12-03 12:53:13"	Y	0	1								
991001	U	V				"2024-12-03 12:53:13"	Y	0	1								
991101	U	V				"2024-12-03 12:53:13"	Y	0	1								
991201	U	V				"2024-12-03 12:53:13"	Y	0	1								
991301	U	V				"2024-12-03 12:53:13"	Y	0	1								
991401	U	V				"2024-12-03 12:53:13"	Y	0	1								
991501	U	V				"2024-12-03 12:53:13"	Y	0	1								
991601	U	V				"2024-12-03 12:53:13"	Y	0	1								
991701	U	V				"2024-12-03 12:53:13"	Y	0	1								
991801	U	V				"2024-12-03 12:53:13"	Y	0	1								
991901	U	V				"2024-12-03 12:53:13"	Y	0	1								
992001	U	V				"2024-12-03 12:53:13"	Y	0	1								
999	P	0	0	0	0	"2024-12-01 14:04:46"	Y	0	999	N							
AA03A	P	G		0	0	"2025-12-16 08:24:15"	N	0	965	N							134026
AA03B	P	G		0	0	"2025-12-16 08:24:30"	N	0	321	N							134026
AA03C	P	G		0	0	"2025-12-16 08:24:42"	N	0	468	N							134026
AA04A	P	G		0	0	"2025-12-05 09:26:22"	N	0	654	N							134026
AA04B	P	G		0	0	"2025-12-05 09:26:30"	N	0	987	N							134026
AA04C	P	G		0	0	"2025-12-05 09:26:45"	N	0	383	N							134026
AA05A	P	G		0	0	"2025-12-05 09:25:49"	N	0	753	N							134026
AA05B	P	G		0	0	"2025-12-05 09:25:58"	N	0	971	N							134026
AA05C	P	G		0	0	"2025-12-05 09:26:09"	N	0	962	N							134026
AA06A	P	G		0	0	"2025-12-05 09:24:08"	N	0	154	N							134026
AA06B	P	G		0	0	"2025-12-05 09:24:18"	N	0	836	N							134026
AA06C	P	G		0	0	"2025-12-05 09:24:33"	N	0	512	N							134026
AA07A	P	G		0	0	"2025-12-05 09:23:08"	N	0	891	N							134026
AA07B	P	G		0	0	"2025-12-05 09:23:32"	N	0	614	N							134026
AA07C	P	G		0	0	"2025-12-05 09:23:44"	N	0	935	N							134026
AA08A	P	G		0	0	"2025-12-05 09:21:02"	N	0	163	N							134026
AA08B	P	G		0	0	"2025-12-05 09:21:58"	N	0	784	N							134026
AA08C	P	G		0	0	"2025-12-05 09:22:13"	N	0	265	N							134026
AA15	P	G		0	0	"2024-09-13 09:48:31"	N	1309	2	N	Y	2	0				134027
AA16	P	G		0	0	"2024-09-13 09:48:31"	N	1308	81	N	Y	2	0				134027
AA17	P	G		0	0	"2024-09-13 09:48:31"	N	1307	408	N	Y	2	0				134027
AA18	P	G		0	0	"2024-09-13 09:48:31"	N	1306	26	N	Y	2	0				134027
AA19	P	G		0	0	"2024-09-13 09:48:31"	N	1305	911	N	Y	2	0				134027
AA20	P	G		0	0	"2026-04-13 08:18:17"	N	1304	178	N		2	15				134027
AA21	P	G		0	0	"2026-04-24 13:03:07"	N	1303	290	N	Y	2	3				134027
AA22	P	G		0	0	"2025-07-28 16:27:42"	N	1302	314	N	Y	2	15				134027
AA23	P	G		0	0	"2025-05-12 10:34:58"	N	1301	415	N	Y	2	2				134027
AA24	P	G		0	0	"2026-04-23 14:40:00"	N	1300	40	N	Y	2	6				134027
AA25	P	G		0	0	"2026-04-23 14:39:35"	N	909	829	N	Y	2	4				134027
AA26	P	G		0	0	"2025-03-05 15:14:59"	N	908	239	N	Y	2	15				134027
AA27	P	G		0	0	"2025-08-18 11:15:50"	N	907	18	N	Y	2	15				134027
AA28	P	G		0	0	"2025-03-05 15:15:17"	N	906	123	N	Y	2	15				134027
AA29	P	G		0	0	"2026-04-24 09:16:09"	N	905	421	N	Y	2	120				134027
AA30	P	G		0	0	"2025-06-03 14:02:00"	N	904	502	N	Y	2	15				134027
AA31	P	G		0	0	"2025-03-05 15:15:33"	N	903	352	N	Y	2	15				134027
AA32	P	G		0	0	"2025-08-12 12:21:00"	N	902	890	N	Y	2	15				134027
AA33	P	G		0	0	"2025-08-12 12:21:02"	N	901	507	N	Y	2	15				134027
AA34	P	G		0	0	"2025-03-05 15:15:51"	N	696	597	N	Y	2	15				134027
AA35	P	G		0	0	"2025-03-05 15:16:08"	N	695	606	N	Y	2	15				134027
AA36	P	G		0	0	"2025-03-05 15:16:11"	N	694	356	N	Y	2	15				134027
AA37	P	G		0	0	"2025-03-05 15:16:15"	N	693	263	N	Y	2	15				134027
AA38	P	G		0	0	"2025-03-05 15:16:19"	N	692	581	N	Y	2	15				134027
AA39	P	G		0	0	"2025-03-05 15:16:22"	N	691	524	N	Y	2	15				134027
AA40	P	G		0	0	"2025-03-05 15:16:25"	N	690	872	N	Y	2	15				134027
AA41	P	G		0	0	"2025-03-05 15:16:29"	N	689	735	N	Y	2	15				134027
AA42	P	G		0	0	"2025-03-05 15:16:32"	N	688	513	N	Y	2	15				134027
AA43	P	G		0	0	"2025-03-05 15:16:35"	N	479	373	N	Y	2	15				134027
AA44	P	G		0	0	"2025-03-05 15:16:42"	N	478	816	N	Y	2	15				134027
AA45	P	G		0	0	"2025-03-05 15:16:50"	N	477	996	N	Y	2	15				134027
AA46	P	G		0	0	"2025-03-05 15:18:21"	N	476	211	N	Y	2	15				134027
AA47	P	G		0	0	"2025-03-05 15:18:24"	N	475	377	N	Y	2	15				134027
AA48	P	G		0	0	"2025-08-18 11:14:45"	N	474	659	N	Y	2	15				134027
AA49	P	G		0	0	"2025-03-05 15:18:32"	N	473	73	N	Y	2	15				134027
AA50	P	G		0	0	"2025-03-05 15:18:36"	N	472	687	N	Y	2	15				134027
AA51	P	G		0	0	"2025-03-05 15:18:40"	N	319	386	N	Y	2	15				134027
AA52	P	G		0	0	"2025-08-12 12:21:04"	N	318	391	N	Y	2	15				134027
AA53	P	G		0	0	"2025-03-05 15:18:49"	N	317	734	N	Y	2	15				134027
AA54	P	G		0	0	"2025-03-05 15:18:52"	N	316	502	N	Y	2	15				134027
AA55	P	G		0	0	"2025-03-05 15:18:57"	N	315	396	N	Y	2	15				134027
AA56	P	G		0	0	"2025-03-05 15:19:01"	N	314	95	N	Y	2	15				134027
AA57	P	G		0	0	"2025-03-05 15:19:05"	N	313	906	N	Y	2	15				134027
AA58	P	G		0	0	"2025-03-05 15:19:09"	N	312	762	N	Y	2	15				134027
AA59	P	G		0	0	"2025-03-05 15:19:12"	N	311	784	N	Y	2	15				134027
AA60	P	G		0	0	"2025-03-05 15:19:16"	N	106	336	N	Y	2	15				134027
AA61	P	G		0	0	"2025-08-12 12:21:06"	N	105	999	N	Y	2	15				134027
AA62	P	G		0	0	"2025-03-05 15:19:23"	N	104	877	N	Y	2	15				134027
AA63	P	G		0	0	"2025-03-05 15:19:30"	N	103	829	N	Y	2	15				134027
AA64	P	G		0	0	"2025-03-05 15:19:26"	N	102	962	N	Y	2	15				134027
AA65	P	G		0	0	"2025-03-05 15:19:36"	N	101	514	N	Y	2	15				134027
AA66	P	G		0	0	"2025-03-05 15:19:33"	N	100	222	N	Y	2	15				134027
AA67	P	G		0	0	"2025-03-05 15:19:39"	N	99	465	N	Y	2	15				134027
AA68	P	G		0	0	"2025-03-05 15:19:42"	N	98	311	N	Y	2	15				134027
AA69	P	G		0	0	"2025-03-05 15:19:48"	N	97	725	N	Y	2	15				134027
AA70	P	G		0	0	"2025-03-05 15:20:02"	N	96	303	N		2	10				134027
AA71	P	G		0	0	"2024-09-13 09:48:31"	N	95	559	N		2	0				134027
AA72	P	G		0	0	"2024-09-13 09:48:31"	N	94	989	N		2	0				134027
AA73	P	G		0	0	"2024-09-13 09:48:31"	N	93	697	N		2	0				134027
AS	M	G				"2024-10-30 09:26:29"	Y	0	1								
ASPC	S	H		0	0	"2025-10-17 13:09:10"	Y	0	1000	N			0				
ASTORG	S	G	0	0	0	"2025-05-07 09:50:17"	Y	0	4040								
AUTOSTORE	C	C				"2025-10-22 15:56:25"	Y	0	0								
AutoStoreWS20	S	H		0	0	"2026-02-06 10:48:38"	Y	0	6837	N			0				
BA01011	P	G		0	0	"2026-02-12 16:30:41"	Y	0	60	N		40	0				0
BA01012A	P	H		0	0	"2024-09-13 09:48:31"	N	0	977	N			0				1
BA01013	B	H		0	0	"2024-09-13 09:48:31"	N	0	784				0				2
BA01014	B	H		0	0	"2024-09-13 09:48:31"	N	0	990				0				2
BA01015	B	H		0	0	"2024-09-13 09:48:31"	N	0	598				0				2
BA01016	B	H		0	0	"2024-09-13 09:48:31"	N	0	536				0				3
BA01017	B	H		0	0	"2024-09-13 09:48:31"	N	0	343				0				3
BA01021	F	G		0	0	"2025-01-19 12:57:20"	Y	0	335				0				2
BA01022A	F	H		0	0	"2025-01-29 15:02:12"	N	0	597				0				1
BA01022B	P	H		0	0	"2024-09-13 09:48:31"	N	0	679	N			0				1
BA01023	B	H		0	0	"2024-09-13 09:48:31"	N	0	847				0				2
BA01024	B	H		0	0	"2024-09-13 09:48:31"	N	0	101				0				2
BA01025	B	H		0	0	"2024-09-13 09:48:31"	N	0	352				0				2
BA01026	B	H		0	0	"2024-09-13 09:48:31"	N	0	20				0				3
BA01027	B	H		0	0	"2024-09-13 09:48:31"	N	0	851				0				3
BA01031	F	G		0	0	"2025-02-25 15:41:37"	Y	0	314				0				2
BA01032A	P	H		0	0	"2024-09-13 09:48:31"	N	0	892	N			0				1
BA01032B	P	H		0	0	"2024-09-13 09:48:31"	N	0	878	N			0				1
