"Dimension Id"	Beskrivning	Längd	Bredd	Höjd
101753		4	75	50
101754		2	15	43
101755		14	17	20
101756		80	24	15
101757		31	"20,6"	"7,6"
101758		35	22	3
101759		"339,2"	48	"10,5"
101760		39	48	10
101761		"116,3"	"25,6"	89
101762		22	36	6
101763		13	6	3
101764		1	"7,5"	14
101765		"0,7"	"6,5"	"13,8"
101766		"49,5"	11	2
101767		31	25	"1,5"
101768		13	"2,9"	"8,2"
101769		53	"10,5"	3
101770		13	"19,5"	"27,8"
101771		39	"19,5"	29
101772		21	"17,5"	"13,5"
101773		"26,5"	21	9
101774		3	22	3
101775		25	6	"11,5"
101776		38	22	2
101777		18	18	21
101778		64	17	"1,5"
101779		35	45	35
101780		10	10	"21,5"
101781		8	"9,8"	5
101782		7	45	50
101783		"18,6"	"19,7"	"13,2"
101784		58	"4,5"	7
101785		59	39	33
101786		38	25	14
101787		78	41	37
101788		"0,9"	"7,5"	"13,8"
101789		66	29	38
101790		8	15	32
101791		8	17	29
101792		19	2	18
101793		"28,5"	"19,5"	"19,5"
101794		170	112	"83,7"
101795		"38,5"	"25,8"	"28,2"
101796		"7,5"	10	28
101797		40	24	29
101798		8	12	22
101799		33	"1,5"	12
101800		1	25	22
101801		6	6	"18,5"
101802		40	6	1
101803		3	"6,5"	"10,5"
101804		"66,5"	12	4
101805		13	13	12
101806		"25,2"	"26,5"	"13,5"
101807		"10,4"	"10,4"	"7,5"
101808		57	24	27
101809		20	35	22
101810		"58,4"	"7,2"	"4,5"
101811		2	"4,5"	22
101812		"27,5"	8	"6,5"
101813		"7,5"	"23,5"	2
101814		"3,5"	1	1
101815		13	10	30
101816		"12,9"	"12,9"	11
101817		"0,1"	55	15
101818		"17,5"	"15,5"	2
101819		"15,5"	2	"17,1"
101820		14	14	13
101821		35	30	3
101822		30	21	5
101823		27	20	3
101824		40	35	4
101825		55	40	24
101826		57	37	7
101827		54	48	35
101828		43	35	4
101829		42	30	8
101830		10	37	37
101831		57	40	2
101832		44	10	4
101833		31	18	4
101834		37	12	7
101835		74	35	12
101836		29	"22,5"	"16,5"
101837		50	38	8
101838		38	19	6
101839		66	56	5
101840		10	10	"3,5"
101841		41	41	7
101842		30	23	18
101843		12	28	35
101844		60	30	5
101845		20	"16,5"	20
101846		40	30	7
101847		"14,8"	"35,6"	"8,8"
101848		7	"9,2"	"7,9"
101849		10	5	"2,5"
101850		"11,5"	12	1
101851		48	45	6
101852		58	28	6
101853		20	9	3
101854		22	16	12
101855		14	6	6
101856		62	62	10
101857		63	63	41
101858		62	62	12
101859		4	"0,4"	41
101860		23	19	15
101861		66	28	4
101862		30	28	27
101863		20	10	5
101864		58	30	55
101865		50	29	5
101866		62	39	35
101867		37	16	3
101868		58	24	8
101869		19	4	24
101870		70	48	6
101871		13	9	12
101872		20	45	7
101873		48	47	3
101874		49	49	14
101875		33	33	18
101876		67	39	33
101877		57	52	36
101878		55	25	17
101879		67	35	9
101880		75	21	3
101881		78	72	17
101882		26	9	5
101883		31	29	27
101884		69	69	7
101885		36	29	"1,1"
101886		60	38	30
101887		45	25	6
101888		"50,5"	32	30
101889		58	38	"1,75"
101890		90	5	2
101891		32	32	15
101892		47	40	28
101893		45	39	"4,5"
101894		58	40	"4,5"
101895		27	11	1
101896		47	28	26
101897		68	58	4
101898		"70,5"	59	41
101899		43	5	3
101900		37	5	3
101901		31	5	3
101902		33	5	3
101903		162	5	2
101904		162	5	3
101905		"22,3"	8	30
101906		19	18	4
101907		120	5	4
101908		"4,2"	36	28
101909		"25,5"	"17,5"	3
101910		26	26	4
101911		6	6	6
101912		39	29	12
101913		"13,5"	"3,5"	20
101914		28	23	7
101915		10	10	8
101916		4	10	50
101917		"18,5"	"12,5"	29
101918		54	4	22
101919		"0,5"	"7,5"	40
101920		3	"7,5"	"15,5"
101921		20	"19,6"	"20,3"
101922		"3,5"	"3,5"	"16,5"
101923		53	4	23
101924		99	66	27
101925		"154,5"	19	"7,5"
101926		151	"3,1"	"3,1"
101927		"12,6"	15	30
101928		15	30	19
101929		89	58	58
101930		40	2	2
101931		"32,5"	"25,5"	13
101932		20	7	"5,5"
101933		45	45	19
101934		"15,5"	"15,5"	"4,5"
101935		38	29	7
101936		"13,5"	5	"5,5"
101937		"9,5"	46	"11,5"
101938		4	"15,8"	"30,5"
101939		160	28	28
101940		29	"14,5"	"28,5"
101941		"6,8"	13	26
101942		39	15	10
101943		37	22	10
101944		21	31	46
101945		"11,4"	22	"34,9"
101946		5	32	29
101947		54	36	44
101948		"30,8"	"21,3"	"36,8"
101949		36	36	56
101950		36	36	"24,5"
101951		45	24	45
101952		"17,5"	26	3
101953		22	9	24
101954		1	8	12
101955		9	6	"1,1"
101956		"22,5"	"22,5"	21
101957		"35,8"	"25,1"	"11,2"
101958		2	"2,3"	"23,5"
101959		"26,5"	20	"2,3"
101960		180	3	3
101961		140	"1,6"	"1,6"
101962		60	40	40
101963		25	29	37
101964		3	7	15
101965		25	"2,8"	12
101966		3	4	4
101967		71	41	29
101968		29	29	"23,5"
101969		40	30	29
101970		3	"26,5"	"37,5"
101971		111	6	6
101972		4	"8,5"	26
101973		"6,5"	"12,5"	29
101974		114	35	25
101975		17	1	10
101976		34	15	1
101977		"0,4"	"14,6"	30
101978		15	15	4
101979		"46,1"	"29,2"	"24,2"
101980		160	25	25
101981		65	"2,9"	"4,2"
101982		"10,5"	8	"5,5"
101983		"6,5"	47	40
101984		"13,5"	"24,9"	"24,1"
101985		19	13	2
101986		145	70	30
101987		1	"6,5"	"10,5"
101988		25	5	14
101989		"9,5"	"27,5"	"19,5"
101990		"10,2"	17	29
101991		9	20	40
101992		20	17	27
101993		1	8	22
101994		7	"16,8"	"23,5"
101995		40	40	28
101996		4	19	47
101997		37	35	29
101998		28	28	10
101999		11	"4,5"	11
102000		"27,5"	"27,5"	"26,5"
102001		11	11	13
102002		5	13	22
102003		100	"6,5"	"6,5"
102004		26	"12,5"	133
102005		7	15	13
102006		58	93	36
102007		23	23	100
102008		23	4	19
102009		"21,5"	26	8
102010		"16,5"	"16,5"	"12,5"
102011		14	14	180
102012		15	39	10
102013		"50,5"	"44,5"	47
102014		30	30	8
102015		"130,5"	"2,9"	"2,9"
102016		"135,2"	21	"11,5"
102017		"160,5"	"2,9"	"2,9"
102018		"165,2"	21	"11,5"
102019		110	"66,5"	26
102020		30	25	45
102021		"151,5"	"2,7"	3
102022		"22,5"	"22,5"	2
102023		35	46	"19,7"
102024		"0,1"	15	21
102025		16	23	8
102026		23	19	"31,9"
102027		80	40	20
102028		1	9	28
102029		28	9	11
102030		"32,8"	"25,5"	"30,2"
102031		8	8	29
102032		9	"12,5"	"7,8"
102033		16	"11,2"	7
102034		17	17	6
102035		6	12	26
102036		35	13	"6,5"
102037		"19,7"	"5,2"	"5,2"
102038		"5,3"	7	"8,3"
102039		"28,1"	"37,1"	"18,1"
102040		20	7	12
102041		100	1	1
102042		39	"29,2"	20
102043		39	"29,2"	48
102044		21	22	22
102045		82	30	80
102046		57	66	50
102047		"6,5"	"28,4"	"6,5"
102048		"36,5"	29	34
102049		80	30	10
102050		"12,5"	6	"15,5"
102051		200	30	30
102052		118	80	71
102053		75	55	55
102054		27	30	5
102055		"12,6"	"31,5"	"14,3"
102056		"6,3"	11	"1,9"
102057		170	85	"76,5"
102058		15	"21,7"	8
102059		"3,8"	11	21
102060		20	9	4
102061		20	16	13
102062		40	40	7
102063		90	30	30
102064		"66,5"	4	2
102065		7	7	35
102066		2	"10,5"	16
102067		32	"21,5"	"11,5"
102068		3	15	10
102069		56	6	6
102070		35	8	35
102071		"55,5"	"28,5"	24
102072		18	18	"17,5"
102073		40	36	30
102074		145	8	8
102075		3	10	15
102076		168	"54,4"	"1,5"
102077		30	20	25
102078		30	13	"5,9"
102079		55	"27,5"	27
102080		"38,4"	"27,4"	"24,8"
102081		"10,6"	6	"29,5"
102082		80	40	10
102083		310	8	100
102084		44	44	33
102085		52	36	11
102086		36	36	27
102087		37	28	27
102088		21	"5,5"	"5,5"
102089		23	10	17
102090		"0,2"	10	27
102091		35	20	6
102092		100	100	4
102093		23	27	23
102094		2	"7,5"	"23,4"
102095		45	11	5
102096		100	"41,6"	"34,4"
102097		40	105	30
102098		6	6	3
102099		"3,8"	38	16
102100		3	1	20
102101		3	32	27
102102		34	34	39
102103		60	3	3
102104		57	43	43
102105		"44,5"	"44,5"	86
102106		40	20	40
102107		30	10	7
102108		16	10	18
102109		"1,4"	9	"16,4"
102110		10	5	21
102111		12	12	23
102112		5	"10,5"	"26,8"
102113		21	31	"27,5"
102114		128	"31,5"	"5,5"
102115		165	"2,6"	"2,6"
102116		"22,5"	16	13
102117		4	4	4
102118		26	26	23
102119		"8,5"	"10,5"	19
102120		"36,2"	"32,5"	22
102121		7	15	25
102122		"2,2"	"7,5"	"20,2"
102123		33	22	17
102124		"10,2"	"2,5"	10
102125		47	"1,3"	34
102126		60	26	4
102127		"25,5"	30	"19,5"
102128		"6,5"	"17,5"	"10,5"
102129		30	28	46
102130		13	40	36
102131		13	23	15
102132		20	30	"21,5"
102133		150	"2,6"	"2,6"
102134		5	5	9
102135		69	47	12
102136		"6,5"	15	22
102137		"25,5"	36	19
102138		9	14	24
102139		54	54	6
102140		56	56	39
102141		21	21	"20,5"
102142		30	30	"26,5"
102143		26	7	"15,5"
102144		"1,8"	9	16
102145		9	9	16
102146		50	"36,5"	2
102147		19	15	19
102148		"5,2"	"2,2"	"12,2"
102149		8	"5,5"	9
102150		"15,7"	"12,3"	"3,8"
102151		4	4	15
102152		3	"7,5"	17
102153		"11,5"	"11,5"	16
102154		13	13	40
102155		60	60	50
102156		30	30	22
102157		135	"2,4"	"2,4"
102158		30	"9,5"	"6,5"
102159		52	20	20
102160		150	3	3
102161		51	"28,5"	26
102162		"18,5"	12	25
102163		40	20	26
102164		"121,5"	"2,7"	"3,2"
102165		104	10	10
102166		"1,5"	"2,3"	23
102167		26	15	"2,3"
102168		58	52	88
102169		35	35	18
102170		8	5	7
102171		28	31	"38,5"
102172		"0,4"	"10,5"	12
102173		115	3	3
102174		6	"12,5"	"13,5"
102175		5	9	"5,5"
102176		33	33	14
102177		38	38	16
102178		15	11	"3,5"
102179		12	12	11
102180		9	6	3
102181		"4,5"	"18,5"	10
102182		16	16	9
102183		"20,5"	8	25
102184		10	20	10
102185		"14,1"	"4,8"	"14,1"
102186		8	11	20
102187		10	2	10
102188		"0,3"	30	20
102189		121	81	"55,5"
102190		"32,2"	13	"22,5"
102191		18	14	"16,5"
102192		15	13	13
102193		"6,2"	"6,2"	"16,2"
102194		"14,3"	"13,7"	"13,9"
102195		8	8	"18,5"
102196		25	34	"19,5"
102197		100	100	2
102198		70	15	50
102199		77	25	26
102200		"2,2"	"5,2"	"12,2"
102201		80	80	46
102202		56	"39,5"	"43,5"
102203		"81,6"	"60,3"	"103,5"
102204		31	23	24
102205		"59,5"	41	27
102206		170	5	5
102207		38	15	20
102208		"20,5"	10	7
102209		17	17	180
102210		"13,6"	"5,2"	15
102211		14	35	17
102212		8	3	1
102213		16	30	40
102214		5	10	23
102215		15	40	40
102216		27	"34,5"	25
102217		35	"11,5"	"23,5"
102218		"7,5"	"12,5"	22
102219		"25,5"	38	23
102220		2	"7,5"	"20,2"
102221		"9,5"	"13,5"	"8,5"
102222		12	"4,5"	"1,8"
102223		24	21	"14,5"
102224		30	30	"1,8"
102225		36	40	17
102226		"31,2"	"22,8"	11
102227		26	8	3
102228		3	11	"22,5"
102229		20	7	5
102230		80	36	22
102231		5	31	"35,1"
102232		33	"36,5"	"35,5"
102233		4	14	"26,5"
102234		33	28	"12,8"
102235		30	5	5
102236		3	13	25
102237		5	10	25
102238		6	25	25
102239		28	37	28
102240		"25,5"	"7,5"	"7,5"
102241		1	8	8
102242		28	"10,5"	13
102243		3	"4,5"	27
102244		80	5	"2,5"
102245		150	"2,4"	"2,4"
102246		12	15	150
102247		"40,9"	"29,2"	"24,2"
102248		2	5	16
102249		22	"26,5"	"17,5"
102250		110	"7,5"	"3,5"
102251		50	"36,5"	26
102252		"32,2"	"13,4"	12
102253		6	6	"14,5"
102254		56	39	11
102255		"144,5"	"9,5"	"32,5"
102256		"28,5"	"28,5"	"26,8"
102257		"1,5"	"7,5"	"13,8"
102258		250	"2,5"	"2,5"
102259		"19,5"	3	3
102260		61	"12,5"	"12,5"
102261		"16,5"	"16,5"	11
102262		47	30	20
102263		19	19	16
102264		24	6	"19,7"
102265		"37,6"	"25,4"	"26,7"
102266		"41,5"	41	"33,5"
102267		47	60	90
102268		"38,5"	28	"10,5"
102269		69	69	15
102270		28	11	42
102271		4	19	12
102272		23	13	13
102273		8	8	16
102274		"28,3"	"16,7"	4
102275		18	18	18
102276		"6,6"	"6,6"	23
102277		"24,5"	"18,5"	"14,5"
102278		12	"4,5"	"1,5"
102279		"122,5"	26	"5,5"
102280		"2,5"	"5,2"	"12,2"
102281		"3,5"	14	"26,5"
102282		36	22	7
102283		"58,5"	"39,8"	"34,5"
102284		"58,5"	"39,8"	67
102285		35	15	7
102286		"2,5"	"7,5"	17
102287		"52,5"	23	"19,5"
102288		10	"1,8"	25
102289		135	27	27
102290		100	7	7
102291		90	56	25
102292		8	36	16
102293		8	39	39
102294		40	40	25
102295		"21,2"	"13,2"	15
102296		147	32	3
102297		"56,5"	"34,5"	22
102298		120	44	33
102299		85	65	40
102300		25	"17,5"	14
102301		140	2	2
102302		57	57	16
102303		19	1	12
102304		47	47	36
102305		46	46	5
102306		"32,5"	24	"18,1"
102307		31	28	"41,3"
102308		28	11	28
102309		9	"17,8"	"8,5"
102310		12	19	29
102311		"19,5"	39	"29,5"
102312		5	3	6
102313		12	3	3
102314		"16,5"	"11,4"	"9,6"
102315		25	"3,5"	10
102316		27	"15,5"	25
102317		31	27	16
102318		"5,5"	"5,5"	"23,9"
102319		8	35	5
102320		1	8	10
102321		6	6	10
102322		55	"48,5"	"30,5"
102323		160	27	27
102324		25	10	25
102325		8	8	"14,2"
102326		30	10	10
102327		15	15	10
102328		"21,5"	"12,7"	"15,8"
102329		"52,8"	"33,1"	"23,8"
102330		25	8	8
102331		"3,7"	10	"12,5"
102332		20	"2,3"	33
102333		69	37	37
102334		40	20	30
102335		29	45	32
102336		23	28	"0,1"
102337		"93,5"	"23,5"	22
102338		"1,7"	"6,3"	12
102339		"14,3"	"6,3"	"12,6"
102340		1	"7,5"	"15,5"
102341		"20,5"	6	6
102342		"18,5"	"24,5"	"21,5"
102343		91	71	"40,6"
102344		36	20	9
102345		25	6	"8,5"
102346		7	14	"8,9"
102347		28	36	19
102348		122	16	3
102349		48	48	5
102350		49	49	36
102351		50	5	10
102352		200	40	22
102353		200	50	100
102354		"18,5"	"18,5"	16
102355		"2,8"	"1,9"	"8,5"
102356		"80,5"	"56,5"	"31,5"
102357		25	5	"2,7"
102358		45	30	2
102359		11	9	9
102360		113	9	5
102361		28	18	20
102362		40	10	33
102363		"2,3"	11	28
102364		25	25	10
102365		"43,5"	"20,5"	18
102366		"41,5"	7	8
102367		22	14	32
102368		12	10	30
102369		126	126	3
102370		"12,6"	20	30
102371		8	23	1
102372		80	40	40
102373		150	80	120
102374		100	"1,6"	"1,6"
102375		30	10	"2,5"
102376		4	12	"46,5"
102377		"4,9"	9	2
102378		8	6	20
102379		41	36	"0,3"
102380		190	"2,5"	"2,5"
102381		25	6	6
102382		46	15	20
102383		"8,8"	"2,2"	"2,2"
102384		"13,5"	9	9
102385		210	30	30
102386		"29,5"	26	26
102387		38	28	"1,8"
102388		"38,5"	"14,3"	30
102389		28	23	48
102390		25	10	7
102391		"31,8"	"12,3"	"23,6"
102392		66	6	6
102393		"9,6"	"9,6"	"15,7"
102394		38	"19,7"	27
102395		67	60	52
102396		"1,8"	19	8
102397		30	30	13
102398		126	"2,9"	"3,6"
102399		"6,3"	"6,8"	"11,6"
102400		1	5	16
102401		90	20	3
102402		37	5	"1,5"
102403		23	8	8
102404		"0,5"	11	30
102405		"117,5"	"51,5"	39
102406		14	9	9
102407		30	21	"0,2"
102408		200	8	8
102409		14	2	20
102410		117	45	10
102411		"11,7"	9	2
102412		20	20	40
102413		"26,5"	27	22
102414		40	21	"23,4"
102415		8	8	19
102416		54	15	10
102417		30	30	2
102418		107	"64,5"	53
102419		24	33	30
102420		"7,5"	"22,5"	17
102421		5	26	26
102422		"33,5"	54	22
102423		190	"1,6"	"1,6"
102424		"4,1"	"2,2"	"2,2"
102425		26	"6,5"	10
102426		11	3	3
102427		"24,5"	"19,2"	39
102428		"2,5"	"5,2"	20
102429		74	6	6
102430		31	23	"13,5"
102431		"64,5"	"64,5"	"42,5"
102432		60	40	125
102433		"12,2"	"12,2"	22
102434		28	"18,5"	"8,5"
102435		"23,6"	13	"6,3"
102436		"18,2"	"11,5"	29
102437		"17,5"	"5,5"	"5,5"
102438		40	35	42
102439		"6,5"	"17,5"	"12,5"
102440		"25,5"	32	19
102441		160	68	65
102442		"26,9"	"21,3"	"38,3"
102443		"9,2"	"9,2"	"21,2"
102444		12	12	30
102445		12	12	"2,5"
102446		60	"0,5"	45
102447		50	27	11
102448		3	"7,5"	"11,4"
102449		"11,2"	17	"11,2"
102450		13	9	9
102451		44	48	25
102452		102	67	"57,5"
102453		11	7	2
102454		"9,5"	"10,8"	"15,7"
102455		28	11	16
102456		115	115	30
102457		160	90	87
102458		"6,5"	40	"9,5"
102459		47	16	"4,5"
102460		12	3	"10,5"
102461		65	38	17
102462		52	28	17
102463		27	27	"13,5"
102464		3	3	"0,6"
102465		75	"11,5"	25
102466		"29,5"	"36,5"	"25,5"
102467		"3,5"	"11,5"	16
102468		12	5	2
102469		89	49	39
102470		29	26	13
102471		25	28	36
102472		25	"13,5"	"34,5"
102473		90	15	15
102474		"18,5"	"12,5"	"1,3"
102475		17	13	8
102476		"12,6"	12	28
102477		25	10	"0,1"
102478		"11,8"	"11,8"	"6,5"
102479		14	13	8
102480		"6,1"	"10,6"	23
102481		"41,5"	23	25
102482		"41,6"	"34,4"	40
102483		"2,5"	34	"19,5"
102484		58	34	"7,5"
102485		"1,5"	"7,5"	17
102486		135	7	7
102487		18	46	28
102488		70	"15,5"	"21,5"
102489		102	102	"2,2"
102490		35	"50,5"	53
102491		44	"33,5"	"33,5"
102492		39	34	34
102493		"28,5"	"26,8"	"24,5"
102494		55	42	"3,5"
102495		27	24	2
102496		17	"10,5"	20
102497		8	23	2
102498		41	49	"20,2"
102499		9	9	9
102500		"38,5"	13	13
102501		13	3	3
102502		5	5	37
102503		53	40	5
102504		115	"4,5"	3
102505		"19,5"	115	33
102506		60	32	11
102507		"10,5"	"16,5"	"8,8"
102508		71	29	18
102509		18	12	26
102510		65	65	80
102511		"4,5"	"19,2"	40
102512		30	20	3
102513		14	"5,5"	"12,5"
102514		31	19	23
102515		40	9	40
102516		8	2	8
102517		135	40	13
102518		52	12	7
102519		"63,5"	55	47
102520		"49,5"	"33,8"	"2,4"
102521		"49,5"	"33,8"	"10,5"
102522		"18,5"	12	"1,1"
102523		11	"2,1"	"6,4"
102524		33	23	"1,3"
102525		24	16	9
102526		53	20	20
102527		15	15	3
102528		30	40	"31,5"
102529		29	25	37
102530		"8,3"	9	20
102531		75	"7,5"	"2,5"
102532		"8,5"	76	12
102533		"37,5"	23	"29,5"
102534		"5,7"	11	21
102535		"11,2"	"6,5"	"9,5"
102536		65	"21,5"	"6,8"
102537		20	20	29
102538		80	26	13
102539		60	7	4
102540		61	12	12
102541		37	37	9
102542		5	7	31
102543		"15,2"	"15,2"	"15,5"
102544		"2,5"	7	28
102545		"4,5"	"39,5"	38
102546		60	40	145
102547		19	26	26
102548		34	27	"8,5"
102549		29	"18,5"	"46,5"
102550		48	29	23
102551		22	7	7
102552		25	10	36
102553		140	40	13
102554		20	23	30
102555		23	12	5
102556		65	5	5
102557		54	40	6
102558		8	"21,5"	24
102559		"25,5"	35	23
102560		56	"39,5"	"29,5"
102561		15	9	4
102562		"6,5"	"6,5"	"19,5"
102563		100	28	28
102564		"29,7"	"33,5"	"30,3"
102565		"0,5"	"7,5"	"20,2"
102566		115	115	20
102567		60	40	35
102568		"5,2"	14	30
102569		"11,4"	"11,4"	17
102570		16	"10,5"	1
102571		4	12	12
102572		"23,5"	31	51
102573		"24,1"	"18,1"	"26,5"
102574		"25,1"	"5,7"	"5,7"
102575		"121,5"	"26,5"	4
102576		90	25	25
102577		"23,7"	"19,8"	"32,2"
102578		80	30	29
102579		"4,5"	19	48
102580		116	31	7
102581		23	8	18
102582		6	30	30
102583		67	67	30
102584		10	6	7
102585		114	11	7
102586		122	30	77
102587		14	60	117
102588		20	20	10
102589		80	30	15
102590		5	2	7
102591		1	5	"12,5"
102592		24	"13,5"	"10,5"
102593		"14,5"	"14,5"	39
102594		"11,7"	"24,5"	"15,3"
102595		12	5	24
102596		"78,6"	"49,8"	"49,8"
102597		46	"33,8"	"26,3"
102598		46	"33,8"	"58,5"
102599		19	19	28
102600		"1,2"	"5,5"	37
102601		31	"12,7"	"13,7"
102602		12	"6,6"	3
102603		3	15	8
102604		160	22	11
102605		23	175	"20,5"
102606		30	30	29
102607		21	11	"3,5"
102608		14	14	10
102609		30	20	47
102610		"19,5"	10	"3,5"
102611		"3,5"	2	"1,5"
102612		115	115	10
102613		12	27	8
102614		"9,5"	"13,5"	"11,5"
102615		25	14	"11,7"
102616		80	40	34
102617		2	6	24
102618		27	20	6
102619		3	9	"15,5"
102620		29	13	7
102621		"6,4"	"6,4"	"34,4"
102622		83	10	16
102623		"3,5"	"10,5"	26
102624		"39,5"	"10,5"	"18,5"
102625		180	"2,8"	"2,8"
102626		22	10	7
102627		4	12	"36,5"
102628		52	28	"3,5"
102629		180	"2,4"	"2,4"
102630		"23,5"	15	20
102631		50	12	5
102632		59	59	38
102633		110	90	130
102634		150	8	8
102635		"18,5"	12	1
102636		"19,7"	"19,5"	"13,7"
102637		5	19	"12,5"
102638		100	"0,8"	"0,8"
102639		32	10	10
102640		41	30	25
102641		120	80	"2,8"
102642		65	3	3
102643		"5,2"	"9,1"	"16,76"
102644		23	"10,6"	18
102645		35	12	"9,5"
102646		27	"17,5"	"22,5"
102647		12	9	2
102648		12	18	140
102649		140	18	4
102650		"34,2"	6	6
102651		21	"26,5"	36
102652		34	34	8
102653		125	25	25
102654		2	2	11
102655		52	80	32
102656		21	30	55
102657		26	9	10
102658		"14,5"	"5,5"	"2,5"
102659		5	1	"0,5"
102660		10	10	5
102661		"8,5"	"17,5"	24
102662		"25,5"	"35,5"	19
102663		"13,5"	"3,5"	"3,5"
102664		115	115	15
102665		8	"8,5"	"5,5"
102666		32	3	20
102667		"10,5"	24	"14,5"
102668		3	5	12
102669		146	91	67
102670		30	30	38
102671		"27,5"	"27,5"	"1,5"
102672		5	8	12
102673		57	35	21
102674		18	"9,5"	"9,5"
102675		"6,5"	"11,5"	"23,5"
102676		"34,8"	"21,6"	"6,8"
102677		20	20	14
102678		60	60	40
102679		38	7	40
102680		30	"26,5"	"11,5"
102681		"2,5"	13	"17,5"
102682		130	"2,9"	"2,9"
102683		"1,6"	8	13
102684		"31,5"	23	19
102685		33	34	30
102686		15	3	3
102687		"5,5"	"5,5"	24
102688		"39,5"	30	"11,5"
102689		"31,9"	23	19
102690		120	80	"1,7"
102691		35	35	45
102692		26	26	10
102693		41	"28,2"	"22,9"
102694		"9,5"	"9,5"	22
102695		"20,5"	27	25
102696		24	"6,5"	"6,5"
102697		31	"26,5"	25
102698		35	3	20
102699		20	11	3
102700		"24,2"	"27,7"	"22,4"
102701		20	12	3
102702		60	40	2
102703		42	30	7
102704		55	42	3
102705		80	40	13
102706		21	"10,5"	3
102707		8	8	"25,8"
102708		34	26	26
102709		12	28	25
102710		"34,5"	9	"21,5"
102711		5	8	26
102712		78	53	30
102713		15	19	40
102714		"6,5"	30	"9,5"
102715		120	100	118
102716		"58,5"	30	"0,5"
102717		61	14	14
102718		"2,8"	8	14
102719		19	19	12
102720		23	23	29
102721		70	20	20
102722		45	25	25
102723		7	15	40
102724		29	11	13
102725		155	30	77
102726		62	"40,2"	11
102727		62	"40,2"	"2,4"
102728		"2,5"	8	10
102729		"30,1"	"18,4"	30
102730		"8,7"	"9,7"	29
102731		"12,6"	11	"22,8"
102732		26	"22,4"	"24,2"
102733		"12,5"	18	23
102734		40	20	24
102735		45	41	41
102736		13	2	19
102737		54	39	91
102738		"26,5"	19	12
102739		40	30	15
102740		37	37	37
102741		1	5	7
102742		2	2	23
102743		"5,2"	"5,2"	"17,5"
102744		40	30	40
102745		"11,2"	"11,2"	"16,8"
102746		"10,5"	3	"10,5"
102747		"16,5"	11	"12,5"
102748		44	44	12
102749		110	27	27
102750		"5,1"	14	"24,9"
102751		"42,1"	12	7
102752		44	25	22
102753		41	10	"18,5"
102754		41	"31,5"	31
102755		28	28	26
102756		"7,3"	24	"17,5"
102757		30	19	25
102758		18	18	27
102759		"11,5"	"36,5"	"27,5"
102760		"7,5"	"7,5"	"6,5"
102761		"29,5"	18	"10,5"
102762		"2,5"	"15,5"	12
102763		2	"5,5"	12
102764		51	"23,5"	31
102765		"15,8"	"23,2"	"24,6"
102766		5	"11,4"	"24,5"
102767		10	10	20
102768		75	50	13
102769		"121,5"	23	"5,5"
102770		30	"24,6"	"19,3"
102771		34	20	"5,5"
102772		"25,5"	12	2
102773		53	37	38
102774		"38,5"	"28,5"	"10,9"
102775		"3,4"	"0,6"	"1,9"
102776		"24,6"	13	8
102777		31	20	"12,5"
102778		11	"2,2"	"4,5"
102779		52	"8,7"	"0,4"
102780		350	10	10
102781		60	52	18
102782		"38,6"	"38,7"	12
102783		20	7	7
102784		"7,2"	4	21
102785		"25,3"	"24,7"	"8,7"
102786		40	40	61
102787		3	32	40
102788		"23,5"	"24,5"	6
102789		"28,9"	"24,2"	"29,5"
102790		"9,5"	"5,5"	7
102791		"1,9"	"8,5"	"10,6"
102792		51	"38,6"	"13,8"
102793		"0,1"	18	11
102794		"10,5"	"10,5"	"7,5"
102795		32	22	17
102796		26	18	11
102797		"9,5"	"9,5"	60
102798		10	3	3
102799		78	40	14
102800		58	37	"6,5"
102801		15	30	10
102802		20	25	65
102803		"46,6"	"38,5"	"12,3"
102804		"38,6"	"38,7"	"12,3"
102805		"88,2"	"6,3"	"2,9"
102806		67	37	13
102807		"73,7"	"44,8"	"16,5"
102808		"15,2"	"6,4"	"43,2"
102809		55	40	8
102810		36	32	22
102811		10	10	"6,5"
102812		33	22	"8,5"
102813		"22,5"	16	16
102814		51	34	25
102815		"14,5"	3	"5,1"
102816		"19,8"	6	"10,6"
102817		62	41	10
102818		56	42	22
102819		56	42	2
102820		27	13	18
102821		"51,5"	"6,4"	"3,5"
102822		22	93	235
102823		55	10	4
102824		27	"12,5"	4
102825		28	"13,5"	18
102826		1	"8,5"	"10,6"
102827		1	17	"10,6"
102828		30	"19,5"	"8,6"
102829		50	38	2
102830		"39,3"	"14,9"	"29,1"
102831		12	25	1
102832		11	25	"9,3"
102833		50	60	30
102834		"6,1"	"12,2"	12
102835		84	80	80
102836		23	15	1
102837		2	"10,5"	"17,5"
102838		"15,7"	23	"5,3"
102839		"34,4"	"24,8"	"17,8"
102840		11	26	"9,4"
102841		12	26	1
102842		40	10	5
102843		183	86	86
102844		61	41	14
102845		61	41	"1,4"
102846		12	23	1
102847		11	23	9
102848		35	24	24
102849		11	14	"10,5"
102850		"7,5"	"1,2"	"1,6"
102851		31	25	17
102852		50	37	1
102853		23	12	14
102854		60	40	"13,5"
102855		51	23	23
102856		52	39	4
102857		"61,5"	"6,5"	"4,5"
102858		66	66	32
102859		17	105	185
102860		"2,6"	"8,5"	"10,6"
102861		"1,5"	17	"10,6"
102862		24	93	235
102863		80	32	12
102864		"3,5"	9	"10,6"
